sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,sy_dist,sy_disterr1,sy_disterr2
1,4,Transit,6.846262,6.3E-05,-6.3E-05,0.069,,,1.86,0.45,-0.45,,,,,,,,,,,,,,,,,,5835,118,-118,1.1,0.23,-0.23,,,,,,,,4.33,0.15,-0.15,,,,,,,,1280.25,47.9,-44.62
1,4,Transit,17.028937,0.000136,-0.000136,0.127,,,2.63,0.55,-0.55,,,,,,,,,,,,,,,,,,5835,118,-118,1.1,0.23,-0.23,,,,,,,,4.33,0.15,-0.15,,,,,,,,1280.25,47.9,-44.62
1,4,Transit,43.130617,0.000658,-0.000658,0.236,,,2.49,0.54,-0.54,,,,,,,,,,,,,,,,,,5835,118,-118,1.1,0.23,-0.23,,,,,,,,4.33,0.15,-0.15,,,,,,,,1280.25,47.9,-44.62
1,4,Transit,67.831024,0.001396,-0.001396,0.319,,,2.59,0.55,-0.55,,,,,,,,,,,,,,,,,,5835,118,-118,1.1,0.23,-0.23,,,,,,,,4.33,0.15,-0.15,,,,,,,,1280.25,47.9,-44.62
1,4,Transit,9.220524,0.000341,-0.000341,0.082,,,1.01,0.25,-0.25,,,,,,,,,,,,,,,,,,5602,155,-155,0.9,0.21,-0.21,,,,,,,,4.46,0.15,-0.15,,,,,,,,1337.61,44.61,-41.87
1,4,Transit,13.638723,0.000491,-0.000491,0.106,,,1.2,0.29,-0.29,,,,,,,,,,,,,,,,,,5602,155,-155,0.9,0.21,-0.21,,,,,,,,4.46,0.15,-0.15,,,,,,,,1337.61,44.61,-41.87
1,4,Transit,1.796302,9E-06,-9E-06,0.027,,,1.24,0.25,-0.25,,,,,,,,,,,,,,,,,,5580,131,-131,0.86,0.17,-0.17,,,,,,,,4.5,0.15,-0.15,,,,,,,,1226.85,116.71,-98.41
1,4,Transit,3.468095,2.3E-05,-2.3E-05,0.042,,,1.37,0.27,-0.27,,,,,,,,,,,,,,,,,,5580,131,-131,0.86,0.17,-0.17,,,,,,,,4.5,0.15,-0.15,,,,,,,,1226.85,116.71,-98.41
1,4,Transit,5.914323,5.4E-05,-5.4E-05,0.061,,,1.33,0.27,-0.27,,,,,,,,,,,,,,,,,,5580,131,-131,0.86,0.17,-0.17,,,,,,,,4.5,0.15,-0.15,,,,,,,,1226.85,116.71,-98.41
1,4,Transit,29.221289,0.00037,-0.00037,0.176,,,1.77,0.43,-0.43,,,,,,,,,,,,,,,,,,5580,131,-131,0.86,0.17,-0.17,,,,,,,,4.5,0.15,-0.15,,,,,,,,1226.85,116.71,-98.41
1,4,Transit,2.927128,3.3E-05,-3.3E-05,0.04,,,1.32,0.27,-0.27,,,,,,,,,,,,,,,,,,5617,112,-112,1.03,0.21,-0.21,,,,,,,,4.39,0.15,-0.15,,,,,,,,1052.24,26.76,-25.48
1,4,Transit,6.885875,4E-05,-4E-05,0.07,,,2.65,0.63,-0.63,,,,,,,,,,,,,,,,,,5617,112,-112,1.03,0.21,-0.21,,,,,,,,4.39,0.15,-0.15,,,,,,,,1052.24,26.76,-25.48
1,4,Transit,15.054786,0.000189,-0.000189,0.118,,,1.86,0.38,-0.38,,,,,,,,,,,,,,,,,,5617,112,-112,1.03,0.21,-0.21,,,,,,,,4.39,0.15,-0.15,,,,,,,,1052.24,26.76,-25.48
1,4,Transit,38.285489,0.001428,-0.001428,0.22,,,1.87,0.39,-0.39,,,,,,,,,,,,,,,,,,5617,112,-112,1.03,0.21,-0.21,,,,,,,,4.39,0.15,-0.15,,,,,,,,1052.24,26.76,-25.48
1,4,Transit,3.295709,2E-06,-2E-06,0.039,,,2.86,0.21,-0.21,,,,,,,,,,,,,,,,,,4731,100,-100,0.69,0.04,-0.04,,,,,,,,4.63,0.15,-0.15,,,,,,,,434.684,5.295,-5.171
1,4,Transit,5.315946,7E-06,-7E-06,0.054,,,2.17,0.15,-0.15,,,,,,,,,,,,,,,,,,4731,100,-100,0.69,0.04,-0.04,,,,,,,,4.63,0.15,-0.15,,,,,,,,434.684,5.295,-5.171
1,4,Transit,9.653471,1.5E-05,-1.5E-05,0.08,,,2.75,0.21,-0.21,,,,,,,,,,,,,,,,,,4731,100,-100,0.69,0.04,-0.04,,,,,,,,4.63,0.15,-0.15,,,,,,,,434.684,5.295,-5.171
1,4,Transit,16.738661,0.000145,-0.000145,0.121,,,2.71,0.41,-0.41,,,,,,,,,,,,,,,,,,5100,100,-100,0.79,0.05,-0.05,,,,,,,,4.56,0.15,-0.15,,,,,,,,868.477,26.64,-25.126
1,4,Transit,4.646186,2.5E-05,-2.5E-05,0.05,,,1.52,0.1,-0.1,,,,,,,,,,,,,,,,,,4954,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,775.679,18.881,-18.02
1,4,Transit,7.240193,3.2E-05,-3.2E-05,0.067,,,2.35,0.19,-0.19,,,,,,,,,,,,,,,,,,4954,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,775.679,18.881,-18.02
1,4,Transit,17.326644,0.000137,-0.000137,0.12,,,2.47,0.24,-0.24,,,,,,,,,,,,,,,,,,4954,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,775.679,18.881,-18.02
1,4,Transit,44.840975,0.000439,-0.000439,0.227,,,2.27,0.15,-0.15,,,,,,,,,,,,,,,,,,4954,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,775.679,18.881,-18.02
1,4,Transit,4.385315,2.5E-05,-2.5E-05,0.05,,,1.14,0.11,-0.11,,,,,,,,,,,,,,,,,,5194,100,-100,0.84,0.07,-0.07,,,,,,,,4.53,0.15,-0.15,,,,,,,,501.574,3.681,-3.629
1,4,Transit,51.805612,0.000314,-0.000314,0.26,,,3.15,0.33,-0.33,,,,,,,,,,,,,,,,,,5194,100,-100,0.84,0.07,-0.07,,,,,,,,4.53,0.15,-0.15,,,,,,,,501.574,3.681,-3.629
1,4,Transit,13.726976,5.9E-05,-5.9E-05,0.117,,,2.44,0.13,-0.13,,,,,,,,,,,,,,,,,,5923,77,-77,1.74,0.08,-0.08,,,,,,,,4.02,0.07,-0.07,,,,,,,,552.798,6.803,-6.643
1,4,Transit,24.310856,0.000158,-0.000158,0.172,,,2.34,0.12,-0.12,,,,,,,,,,,,,,,,,,5923,77,-77,1.74,0.08,-0.08,,,,,,,,4.02,0.07,-0.07,,,,,,,,552.798,6.803,-6.643
1,4,Transit,44.431014,0.000368,-0.000368,0.257,,,3,0.28,-0.28,,,,,,,,,,,,,,,,,,5923,77,-77,1.74,0.08,-0.08,,,,,,,,4.02,0.07,-0.07,,,,,,,,552.798,6.803,-6.643
1,4,Transit,5.195528,5.3E-05,-5.3E-05,0.06,,,1.18,0.62,-0.62,,,,,,,,,,,,,,,,,,6012,200,-200,1.02,0.52,-0.52,,,,,,,,4.44,0.3,-0.3,,,,,,,,1047.03,20.51,-19.76
1,4,Transit,8.01041,4.9E-05,-4.9E-05,0.08,,,1.7,0.86,-0.86,,,,,,,,,,,,,,,,,,6012,200,-200,1.02,0.52,-0.52,,,,,,,,4.44,0.3,-0.3,,,,,,,,1047.03,20.51,-19.76
1,4,Transit,27.666313,0.000297,-0.000297,0.182,,,1.85,0.94,-0.94,,,,,,,,,,,,,,,,,,6012,200,-200,1.02,0.52,-0.52,,,,,,,,4.44,0.3,-0.3,,,,,,,,1047.03,20.51,-19.76
1,4,Transit,42.473269,0.000633,-0.000633,0.242,,,1.99,1.03,-1.03,,,,,,,,,,,,,,,,,,6012,200,-200,1.02,0.52,-0.52,,,,,,,,4.44,0.3,-0.3,,,,,,,,1047.03,20.51,-19.76
1,4,Transit,15.170318,5.9E-05,-5.9E-05,0.128,,,2.25,0.4,-0.4,,,,,,,,,,,,,,,,,,6175,100,-100,1.47,0.26,-0.26,,,,,,,,4.19,0.15,-0.15,,,,,,,,781.611,9.729,-9.498
1,4,Transit,26.234138,0.000163,-0.000163,0.185,,,1.96,0.35,-0.35,,,,,,,,,,,,,,,,,,6175,100,-100,1.47,0.26,-0.26,,,,,,,,4.19,0.15,-0.15,,,,,,,,781.611,9.729,-9.498
1,4,Transit,39.459357,0.000375,-0.000375,0.242,,,2.49,0.48,-0.48,,,,,,,,,,,,,,,,,,6175,100,-100,1.47,0.26,-0.26,,,,,,,,4.19,0.15,-0.15,,,,,,,,781.611,9.729,-9.498
1,4,Transit,4.028751,1.9E-05,-1.9E-05,0.051,,,1.22,0.24,-0.24,,,,,,,,,,,,,,,,,,6090,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,625.339,7.385,-7.217
1,4,Transit,6.124821,2.6E-05,-2.6E-05,0.068,,,1.56,0.35,-0.35,,,,,,,,,,,,,,,,,,6090,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,625.339,7.385,-7.217
1,4,Transit,8.921099,5.6E-05,-5.6E-05,0.087,,,1.38,0.27,-0.27,,,,,,,,,,,,,,,,,,6090,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,625.339,7.385,-7.217
1,4,Transit,11.242861,5.9E-05,-5.9E-05,0.102,,,1.46,0.29,-0.29,,,,,,,,,,,,,,,,,,6090,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,625.339,7.385,-7.217
2,4,Transit,3.005156,2E-06,-2E-06,0.0375,0.0008,-0.0008,2.401,0.053,-0.053,25.6,2.6,-2.6,10.3,1.3,-1.3,0.146,0.005,-0.004,,,,1138,17,-17,0,K2 V,,,,0.82,0.02,-0.02,0.87,0.04,-0.04,,,,,,,,0.212,0.031,-0.031,0,,,,153.676,0.455,-0.453
2,4,Transit,7.834435,2E-06,-2E-06,0.0739,0.001,-0.001,4.421,0.062,-0.062,26.4,5.9,-5.9,1.7,0.4,-0.4,0.108,0.003,-0.004,,,,838,10,-10,0,K2 V,,,,0.82,0.02,-0.02,0.87,0.04,-0.04,,,,,,,,0.212,0.031,-0.031,0,,,,153.676,0.455,-0.453
2,4,Transit,58.02035,0.00056,-0.00056,0.279,0.004,-0.004,3.319,0.104,-0.104,15.2,5.1,-5.1,2.3,0.8,-0.8,0.128,0.003,-0.003,,,,410,10,-10,0,K2 V,,,,0.82,0.02,-0.02,0.87,0.04,-0.04,,,,,,,,0.212,0.031,-0.031,0,,,,153.676,0.455,-0.453
2,4,Transit Timing Variations,31.509728,8.5E-05,-8.5E-05,0.186,0.003,-0.003,,,,10.8,1.1,-1.1,,,,0.016,0.002,-0.001,,,,503,9,-9,0,K2 V,,,,0.82,0.02,-0.02,0.87,0.04,-0.04,,,,,,,,0.212,0.031,-0.031,0,,,,153.676,0.455,-0.453
1,4,Transit,2.576549,3E-06,-3E-06,0.031,,,1.6,0.07,-0.07,,,,,,,,,,,,,,,,,,4252,100,-100,0.56,0.02,-0.02,,,,,,,,4.73,0.15,-0.15,,,,,,,,311.222,2.53,-2.49
1,4,Transit,18.596108,7.9E-05,-7.9E-05,0.116,,,1.56,0.08,-0.08,,,,,,,,,,,,,,,,,,4252,100,-100,0.56,0.02,-0.02,,,,,,,,4.73,0.15,-0.15,,,,,,,,311.222,2.53,-2.49
1,4,Transit,2.15491,5E-06,-5E-06,0.035,0.002,-0.001,1.42,0.03,-0.03,,,,,,,,,,,,,,,,,,6211,66,-66,1.41,0.03,-0.03,1.25,0.06,-0.06,0.17,0.06,-0.06,0,4.23,0.01,-0.01,2.9,0.7,-0.7,0,0.621,0.011,-0.011,303.728,2.708,-2.661
1,4,Transit,5.859944,3E-06,-3E-06,0.068,0.004,-0.002,2.58,0.06,-0.06,,,,,,,,,,,,,,,,,,6211,66,-66,1.41,0.03,-0.03,1.25,0.06,-0.06,0.17,0.06,-0.06,0,4.23,0.01,-0.01,2.9,0.7,-0.7,0,0.621,0.011,-0.011,303.728,2.708,-2.661
1,4,Transit,8.13123,2E-05,-2E-05,0.084,0.006,-0.002,1.52,0.04,-0.04,,,,,,,,,,,,,,,,,,6211,66,-66,1.41,0.03,-0.03,1.25,0.06,-0.06,0.17,0.06,-0.06,0,4.23,0.01,-0.01,2.9,0.7,-0.7,0,0.621,0.011,-0.011,303.728,2.708,-2.661
1,4,Transit,13.4845,0.0002,-0.0002,0.117,0.002,-0.002,3.47,0.07,-0.07,10.9,7.4,-6,1.43,0.97,-0.78,0.015,0.012,-0.006,,,,,,,,,6174,83,-117,1.3,0.03,-0.03,1.17,0.04,-0.04,-0.073,0.062,-0.009,0,4.27,0.01,-0.01,3.44,0.6,-0.91,0,0.741,0.026,-0.034,1020.72,17.075,-17.075
1,4,Transit,27.4029,0.0008,-0.0006,0.187,0.002,-0.003,3.72,0.08,-0.08,5.9,1.9,-2.3,0.62,0.2,-0.25,0.03,0.027,-0.021,,,,,,,,,6174,83,-117,1.3,0.03,-0.03,1.17,0.04,-0.04,-0.073,0.062,-0.009,0,4.27,0.01,-0.01,3.44,0.6,-0.91,0,0.741,0.026,-0.034,1020.72,17.075,-17.075
1,4,Transit,52.0902,0.0009,-0.001,0.287,0.004,-0.004,7.16,0.13,-0.16,6,2.1,-1.6,0.09,0.03,-0.02,0.025,0.059,-0.023,,,,,,,,,6174,83,-117,1.3,0.03,-0.03,1.17,0.04,-0.04,-0.073,0.062,-0.009,0,4.27,0.01,-0.01,3.44,0.6,-0.91,0,0.741,0.026,-0.034,1020.72,17.075,-17.075
1,4,Transit,81.0659,0.0013,-0.0011,0.386,0.005,-0.005,3.49,0.14,-0.14,4.1,1.2,-1.1,0.53,0.15,-0.15,0.012,0.044,-0.005,,,,,,,,,6174,83,-117,1.3,0.03,-0.03,1.17,0.04,-0.04,-0.073,0.062,-0.009,0,4.27,0.01,-0.01,3.44,0.6,-0.91,0,0.741,0.026,-0.034,1020.72,17.075,-17.075
1,4,Transit,17.91323,0.000266,-0.000266,0.13,,,1.2,0.19,-0.19,,,,,,,,,,,,,,,,,,5436,100,-100,0.89,0.13,-0.13,,,,,,,,4.49,0.15,-0.15,,,,,,,,765.025,13.683,-13.219
1,4,Transit,25.216751,0.000718,-0.000718,0.163,,,1.27,0.2,-0.2,,,,,,,,,,,,,,,,,,5436,100,-100,0.89,0.13,-0.13,,,,,,,,4.49,0.15,-0.15,,,,,,,,765.025,13.683,-13.219
1,4,Transit,2.2531136,1.2E-06,-1.5E-06,0.02191,0.0008,-0.00084,0.85,0.061,-0.047,0.4,0.16,-0.15,3.6,1.4,-1.5,0.103,0.117,-0.045,24.7,5,-4.1,627,33,-36,0,M3 V,3415,135,-135,0.3,0.03,-0.02,0.27,0.03,-0.03,-0.46,0.26,-0.26,0,4.86,0.13,-0.13,0.8,,,-1,12.8999,2.5377,-1.9738,10.6194,0.0032,-0.0032
1,4,Transit,3.6906777,1.6E-06,-2.6E-06,0.0304,0.0011,-0.0012,1.385,0.095,-0.075,2.22,0.26,-0.25,4.57,0.77,-0.85,0.103,0.045,-0.058,12.8,2.6,-2.1,553,27,-26,0,M3 V,3415,135,-135,0.3,0.03,-0.02,0.27,0.03,-0.03,-0.46,0.26,-0.26,0,4.86,0.13,-0.13,0.8,,,-1,12.8999,2.5377,-1.9738,10.6194,0.0032,-0.0032
1,4,Transit,7.4507245,8.1E-06,-4.6E-06,0.0486,0.0018,-0.0019,1.521,0.119,-0.098,1.94,0.28,-0.28,2.95,0.79,-0.51,0.074,0.057,-0.046,5.01,1.02,-0.83,416,20,-20,0,M3 V,3415,135,-135,0.3,0.03,-0.02,0.27,0.03,-0.03,-0.46,0.26,-0.26,0,4.86,0.13,-0.13,0.8,,,-1,12.8999,2.5377,-1.9738,10.6194,0.0032,-0.0032
1,4,Radial Velocity,12.796,0.02,-0.019,0.0717,0.006,-0.0048,,,,,,,,,,0.128,0.108,-0.076,,,,342,20,-18,0,M3 V,3415,135,-135,0.3,0.03,-0.02,0.27,0.03,-0.03,-0.46,0.26,-0.26,0,4.86,0.13,-0.13,0.8,,,-1,12.8999,2.5377,-1.9738,10.6194,0.0032,-0.0032
1,4,Transit,4.30744,2E-05,-2E-05,0.049,0.002,-0.002,3.01,0.06,-0.06,8.1,1.1,-1.1,1.63,0.23,-0.23,,,,196,,,955,,,0,K V,5151,100,-100,0.86,0.05,-0.05,0.87,0.03,-0.03,0.17,0.06,-0.06,0,4.4,0.1,-0.1,,,,,,,,169.422,0.673,-0.669
1,4,Transit,5.904144,8.3E-05,-8.3E-05,0.061,0.002,-0.002,2.51,0.08,-0.08,8.8,1.2,-1.2,3.21,0.44,-0.44,,,,129,,,860,,,0,K V,5151,100,-100,0.86,0.05,-0.05,0.87,0.03,-0.03,0.17,0.06,-0.06,0,4.4,0.1,-0.1,,,,,,,,169.422,0.673,-0.669
1,4,Transit,18.6559,0.00048,-0.00048,0.131,0.004,-0.004,3.51,0.09,-0.09,5.3,1.7,-1.7,0.7,0.23,-0.23,,,,28,,,586,,,0,K V,5151,100,-100,0.86,0.05,-0.05,0.87,0.03,-0.03,0.17,0.06,-0.06,0,4.4,0.1,-0.1,,,,,,,,169.422,0.673,-0.669
1,4,Transit,37.9216,0.001,-0.001,0.211,0.007,-0.007,3.78,0.16,-0.16,14.8,2.3,-2.3,1.51,0.26,-0.26,,,,11,,,462,,,0,K V,5151,100,-100,0.86,0.05,-0.05,0.87,0.03,-0.03,0.17,0.06,-0.06,0,4.4,0.1,-0.1,,,,,,,,169.422,0.673,-0.669
1,4,Transit,0.548177,1.9E-05,-1.9E-05,0.01189,0.00041,-0.0004,1.166,0.061,-0.058,1.42,0.18,-0.18,4.89,1.03,-0.88,0.063,0.073,-0.044,1138,123,-112,1617,41,-41,0,K6 V,4440,100,-100,0.68,0.02,-0.02,0.74,0.02,-0.02,0.12,0.08,-0.08,0,4.62,0.02,-0.02,5,0.2,-0.2,0,,,,47.3924,0.0473,-0.0473
1,4,Transit,24.1396,0.0018,-0.0018,0.1688,0.0026,-0.0026,10.27,0.58,-0.53,,,,,,,0.29,,,35,5,-5,677,22,-22,0,,,,,1.34,0.06,-0.05,1.1,0.05,-0.05,,,,,,,,0.023,0.004,-0.004,0,,,,108.199,0.704,-0.696
1,4,Transit,8.24958,0.00072,-0.00072,0.0825,0.0013,-0.0013,5.59,0.36,-0.32,,,,,,,0.43,,,146,20,-20,968,31,-31,0,,,,,1.34,0.06,-0.05,1.1,0.05,-0.05,,,,,,,,0.023,0.004,-0.004,0,,,,108.199,0.704,-0.696
1,4,Transit,12.4032,0.0015,-0.0015,0.1083,0.0017,-0.0017,6.41,0.45,-0.4,,,,,,,0.21,,,85,11,-11,845,27,-27,0,,,,,1.34,0.06,-0.05,1.1,0.05,-0.05,,,,,,,,0.023,0.004,-0.004,0,,,,108.199,0.704,-0.696
1,4,Transit,60,60,-18,0.308,0.182,-0.066,8.74,0.84,-0.72,,,,,,,0.57,,,10,6,-6,492,66,-104,0,,,,,1.34,0.06,-0.05,1.1,0.05,-0.05,,,,,,,,0.023,0.004,-0.004,0,,,,108.199,0.704,-0.696
1,4,Radial Velocity,162.87,1.08,-0.46,0.538,0.06,-0.06,,,,,,,,,,0.18,0.18,-0.14,,,,,,,,,,,,,,,0.78,0.01,-0.01,,,,,,,,,,,,,,,3.60304,0.00678,-0.00675
1,4,Radial Velocity,636.13,11.7,-47.69,1.334,0.017,-0.044,,,,,,,,,,0.16,0.07,-0.16,,,,,,,,,,,,,,,0.78,0.01,-0.01,,,,,,,,,,,,,,,3.60304,0.00678,-0.00675
1,4,Radial Velocity,20,0.02,-0.01,0.133,0.001,-0.002,,,,,,,,,,0.06,0.13,-0.06,,,,,,,,,,,,,,,0.78,0.01,-0.01,,,,,,,,,,,,,,,3.60304,0.00678,-0.00675
1,4,Radial Velocity,49.41,0.08,-0.1,0.243,0.003,-0.003,,,,,,,,,,0.23,0.16,-0.15,,,,,,,,,,,,,,,0.78,0.01,-0.01,,,,,,,,,,,,,,,3.60304,0.00678,-0.00675
1,3,Radial Velocity,1078,2,-2,2.1,0.02,-0.02,,,,,,,,,,0.032,0.014,-0.014,,,,,,,,,5872,92.94,-113.53,1.21,0.04,-0.06,1.06,0.13,-0.14,0.04,0.1,-0.1,0,4.3,0.07,-0.07,,,,,0.8366,0.1592,-0.1538,13.7967,0.0289,-0.0289
1,3,Radial Velocity,2391,100,-87,3.6,0.1,-0.1,,,,,,,,,,0.098,0.047,-0.096,,,,,,,,,5872,92.94,-113.53,1.21,0.04,-0.06,1.06,0.13,-0.14,0.04,0.1,-0.1,0,4.3,0.07,-0.07,,,,,0.8366,0.1592,-0.1538,13.7967,0.0289,-0.0289
1,3,Radial Velocity,14002,4018,-5095,11.6,2.1,-2.9,,,,,,,,,,0.16,0.09,-0.16,,,,,,,,,5872,92.94,-113.53,1.21,0.04,-0.06,1.06,0.13,-0.14,0.04,0.1,-0.1,0,4.3,0.07,-0.07,,,,,0.8366,0.1592,-0.1538,13.7967,0.0289,-0.0289
1,3,Radial Velocity,4.215,0.0006,-0.0006,0.050201,5E-06,-5E-06,,,,,,,,,,0.12,0.11,-0.11,,,,,,,,G5 V,5577,33,-33,0.96,0.01,-0.01,0.94,0.03,-0.03,-0.01,,,0,4.34,0.03,-0.03,8.96,2.76,-3.08,0,,,,8.50332,0.01737,-0.0173
1,3,Radial Velocity,38.021,0.034,-0.034,0.2175,0.0001,-0.0001,,,,,,,,,,0.14,0.06,-0.06,,,,,,,,G5 V,5577,33,-33,0.96,0.01,-0.01,0.94,0.03,-0.03,-0.01,,,0,4.34,0.03,-0.03,8.96,2.76,-3.08,0,,,,8.50332,0.01737,-0.0173
1,3,Radial Velocity,123.01,0.55,-0.55,0.476,0.001,-0.001,,,,,,,,,,0.35,0.09,-0.09,,,,,,,,G5 V,5577,33,-33,0.96,0.01,-0.01,0.94,0.03,-0.03,-0.01,,,0,4.34,0.03,-0.03,8.96,2.76,-3.08,0,,,,8.50332,0.01737,-0.0173
1,3,Radial Velocity,3.698,0.003,-0.003,0.046,,,,,,8.4,0.9,-0.9,,,,0,,,,,,,,,,,5256,91.33,-130.85,0.86,0.05,-0.04,0.9,0.12,-0.1,0.06,0.1,-0.1,0,4.52,0.08,-0.08,,,,,1.9632,0.4832,-0.347,159.906,0.917,-0.906
1,3,Transit,3.5951,0.0003,-0.0003,0.047,0.005,-0.007,1.95,0.09,-0.08,8.75,1.09,-1.08,6.39,1.19,-1.04,0.06,0.08,-0.04,1037,482,-207,1616,149,-79,0,G8 IV/V,5430,85,-85,1.71,0.04,-0.04,1.05,0.05,-0.05,0.2,0.05,-0.05,0,3.99,0.03,-0.03,9,0.5,-0.6,0,0.298,0.026,-0.023,321.296,4.189,-4.085
1,3,Transit,15.624,0.001,-0.001,0.13,0.01,-0.02,3.67,0.17,-0.14,14.67,1.84,-1.89,1.62,0.3,-0.29,0.07,0.08,-0.05,160,68,-29,990,92,-49,0,G8 IV/V,5430,85,-85,1.71,0.04,-0.04,1.05,0.05,-0.05,0.2,0.05,-0.05,0,3.99,0.03,-0.03,9,0.5,-0.6,0,0.298,0.026,-0.023,321.296,4.189,-4.085
1,3,Transit,35.747,0.005,-0.005,0.22,0.02,-0.04,3.94,0.13,-0.12,10.18,2.46,-2.42,0.91,0.25,-0.23,0.15,0.21,-0.11,53,23,-10,752,69,-37,0,G8 IV/V,5430,85,-85,1.71,0.04,-0.04,1.05,0.05,-0.05,0.2,0.05,-0.05,0,3.99,0.03,-0.03,9,0.5,-0.6,0,0.298,0.026,-0.023,321.296,4.189,-4.085
1,3,Radial Velocity,3.204,0.001,-0.001,0.021,0.001,-0.001,,,,,,,,,,0.31,,,3.8,0.7,-0.7,,,,,M5.5 V,2953,98,-98,0.16,0.01,-0.01,0.12,0.01,-0.01,-0.08,0.08,-0.08,0,,,,7,0.5,-0.5,-1,,,,3.67278,0.00089,-0.0009
1,3,Radial Velocity,6.689,0.005,-0.005,0.035,0.001,-0.001,,,,,,,,,,0.29,,,1.4,0.2,-0.2,,,,,M5.5 V,2953,98,-98,0.16,0.01,-0.01,0.12,0.01,-0.01,-0.08,0.08,-0.08,0,,,,7,0.5,-0.5,-1,,,,3.67278,0.00089,-0.0009
1,3,Radial Velocity,13.031,0.025,-0.032,0.054,0.001,-0.001,,,,,,,,,,0.53,,,0.6,0.1,-0.1,,,,,M5.5 V,2953,98,-98,0.16,0.01,-0.01,0.12,0.01,-0.01,-0.08,0.08,-0.08,0,,,,7,0.5,-0.5,-1,,,,3.67278,0.00089,-0.0009
1,3,Radial Velocity,8.63182,0.00155,-0.00155,0.0607,1E-05,-1E-05,,,,,,,,,,0.073,0.05,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1285,0.0072,-0.0072
1,3,Radial Velocity,25.63058,0.0255,-0.0255,0.1254,0.0001,-0.0001,,,,,,,,,,0.099,0.086,-0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1285,0.0072,-0.0072
1,3,Radial Velocity,603.95116,7.55862,-7.55862,1.0304,0.0086,-0.0086,,,,,,,,,,0.373,0.077,-0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1285,0.0072,-0.0072
1,3,Radial Velocity,17.133,0.003,-0.003,0.092,0.003,-0.003,,,,,,,,,,0.07,0.04,-0.04,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,11.9407,0.0045,-0.0045
1,3,Radial Velocity,24.329,0.052,-0.066,0.129,0.007,-0.017,,,,,,,,,,0.09,0.2,-0.09,,,,,,,,M2 V,3371,,,,,,0.43,,,,,,,,,,,,,,,,,11.9407,0.0045,-0.0045
1,3,Radial Velocity,106.3,0.129,-0.129,0.309,0.01,-0.01,,,,,,,,,,0.14,0.04,-0.04,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,11.9407,0.0045,-0.0045
1,3,Radial Velocity,1.22003,6E-05,-4E-05,0.0197,0.0005,-0.0005,,,,,,,,,,0.19,0.18,-0.13,118.1,,,,,,,M0,3717,49,-49,0.5,0.03,-0.03,0.68,,,-0.3,0.12,-0.12,0,,,,,,,,,,,28.4712,0.03505,-0.03505
1,3,Radial Velocity,5.974,0.001,-0.001,0.057,0.001,-0.001,,,,,,,,,,0.11,0.11,-0.07,13.9,,,,,,,M0,3717,49,-49,0.5,0.03,-0.03,0.68,,,-0.3,0.12,-0.12,0,,,,,,,,,,,28.4712,0.03505,-0.03505
1,3,Radial Velocity,257.8,3.6,-3.5,0.698,0.018,-0.019,,,,,,,,,,0.32,0.2,-0.21,0.1,,,,,,,M0,3717,49,-49,0.5,0.03,-0.03,0.68,,,-0.3,0.12,-0.12,0,,,,,,,,,,,28.4712,0.03505,-0.03505
