sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_dist,sy_disterr1,sy_disterr2,
1,2,Radial Velocity,51.63563941,0.00099636,-0.00112865,0,0.280148,0.011201,-0.012031,0,,,,,,,,,,,,,0.635643,0.007611,-0.005371,0,,,,,,,,,0,,,,,,,,,,1.1,0.14,-0.14,0,,,,,,,,,,,,,,,,,57.603,0.1613,-0.1604,
1,2,Radial Velocity,2448.48726302,4.19249468,-4.247588,0,3.676463,0.146818,-0.15786,0,,,,,2894.47226,299.76019,-289.87156,0,,,,,0.377277,0.006466,-0.005859,0,,,,,,,,,0,,,,,,,,,,1.1,0.14,-0.14,0,,,,,,,,,,,,,,,,,57.603,0.1613,-0.1604,
1,2,Radial Velocity,341.2,1.1,-1.1,0,1.032,0.066,-0.066,0,,,,,,,,,,,,,0.097,0.063,-0.063,0,,,,,,,,,0,,4867,,,0,3.4,,,0,1.26,,,0,,,,,3.46,,,0,,,,,,,,,85.4321,0.52555,-0.52555,
1,2,Radial Velocity,7900,2000,-2000,0,8.4,1.4,-1.4,0,,,,,,,,,,,,,0.489,0.092,-0.092,0,,,,,,,,,0,,4867,,,0,3.4,,,0,1.26,,,0,,,,,3.46,,,0,,,,,,,,,85.4321,0.52555,-0.52555,
1,2,Radial Velocity,1021.20159246,13.88369693,-9.89129747,0,3.233953,0.124304,-0.131275,0,,,,,8433.90298,2369.36452,-989.16993,0,,,,,0.097258,0.090451,-0.057408,0,,,,,,,,,0,,,,,,,,,,4.3,0.5,-0.5,0,,,,,,,,,,,,,,,,,269.126,23.237,-19.865,
1,2,Radial Velocity,622.97801866,2.01913957,-2.12034546,0,2.324089,0.08761,-0.093546,0,,,,,,,,,,,,,0.095429,0.058161,-0.044165,0,,,,,,,,,0,,,,,,,,,,4.3,0.5,-0.5,0,,,,,,,,,,,,,,,,,269.126,23.237,-19.865,
1,2,Radial Velocity,441.47,0.35,-0.35,0,1.18306,0.00062,-0.00062,0,,,,,534.25,8.899,-8.899,0,,,,,0.162,0.036,-0.036,0,,,,,,,,,0,,5935,124.44,-144.14,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.26,0.1,-0.1,0,4.33,0.09,-0.07,0,,,,,0.9206,0.2273,-0.1895,0,27.5902,0.0291,-0.029,
1,2,Radial Velocity,220.078,0.051,-0.051,0,0.74345,0.00012,-0.00012,0,,,,,622.603,14.937,-14.937,0,,,,,0.3663,0.0097,-0.0097,0,,,,,,,,,0,,5935,124.44,-144.14,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.26,0.1,-0.1,0,4.33,0.09,-0.07,0,,,,,0.9206,0.2273,-0.1895,0,27.5902,0.0291,-0.029,
1,2,Radial Velocity,2.985628,5E-06,-5E-06,0,0.0406,0.0004,-0.0004,0,,,,,,,,,,,,,0.012,0.007,-0.006,0,,,,,,,,,0,K0 V,5442,17,-17,0,0.94,0.02,-0.02,0,1,0.03,-0.03,0,0.34,0.03,-0.03,0,4.39,0.04,-0.04,0,2.64,2.49,-2.49,0,1.32,0.28,-0.28,0,40.8991,0.0628,-0.0626,
1,2,Radial Velocity,8241,1019,-530,0,8,0.8,-0.8,0,,,,,476.74261,158.9142,-63.56568,0,,,,,0.76,0.046,-0.047,0,,,,,,,,,0,K0 V,5442,17,-17,0,0.94,0.02,-0.02,0,1,0.03,-0.03,0,0.34,0.03,-0.03,0,4.39,0.04,-0.04,0,2.64,2.49,-2.49,0,1.32,0.28,-0.28,0,40.8991,0.0628,-0.0626,
1,2,Radial Velocity,1628,22,-21,0,2.73,0.06,-0.06,0,,,,,143.0235,12.7132,-15.8915,0,,,,,0.059,0.062,-0.039,0,,,,,176,4,-4,0,0,G1 V,5863,88,-88,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,4.4,0.03,-0.03,0,4.6,3.7,-2.7,0,1.233,0.026,-0.028,0,45.683,0.1053,-0.1048,
1,2,Transit,3.98442,0.00018,-0.00018,0,0.049,0.001,-0.001,0,2.16,0.08,-0.08,0,7.25,1.19,-1.12,0,3.97,0.78,-0.73,0,0.075,0.065,-0.048,0,,,,,1311,28,-28,0,0,G1 V,5863,88,-88,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,4.4,0.03,-0.03,0,4.6,3.7,-2.7,0,1.233,0.026,-0.028,0,45.683,0.1053,-0.1048,
1,2,Radial Velocity,325.803,0.036525,-0.036525,0,0.97,0.02,-0.02,0,,,,,,,,,,,,,0.35,0.004,-0.005,0,,,,,,,,,0,G6 V,5744,24,-24,0,1.14,0.02,-0.02,0,1.15,0.07,-0.07,0,0.27,0.02,-0.02,0,4.39,0.04,-0.04,0,2.55,1.51,-1.51,0,,,,,34.6538,0.0597,-0.0596,
1,2,Radial Velocity,11611.2975,5055.06,-905.82,0,10.5,2.9,-0.55,0,,,,,,,,,,,,,0.46,0.12,-0.03,0,,,,,,,,,0,G6 V,5744,24,-24,0,1.14,0.02,-0.02,0,1.15,0.07,-0.07,0,0.27,0.02,-0.02,0,4.39,0.04,-0.04,0,2.55,1.51,-1.51,0,,,,,34.6538,0.0597,-0.0596,
1,2,Radial Velocity,2.45946479,0.00016796,-0.00011193,0,0.034915,0.001447,-0.001558,0,,,,,,,,,,,,,-0.129287,0.124876,-0.20812,0,,,,,,,,,0,,,,,,,,,,0.94,0.12,-0.12,0,,,,,,,,,,,,,,,,,56.163,0.1261,-0.1257,
1,2,Radial Velocity,14010.29409878,5932.2883486,-1538.69000167,0,11.342789,2.767623,-1.138119,0,,,,,4230.46976,556.77777,-508.97546,0,,,,,0.108765,0.046338,-0.040595,0,,,,,,,,,0,,,,,,,,,,0.94,0.12,-0.12,0,,,,,,,,,,,,,,,,,56.163,0.1261,-0.1257,
2,2,Transit,1.0391353,4.9E-06,-4.9E-06,0,0.02085,0.00037,-0.00037,0,1.35,0.042,-0.042,0,7.8,3.2,-3.2,0,,,,,,,,,2898,157,-147,0,2042,27,-27,0,0,G0 V,5987,64,-64,0,1.04,0.01,-0.01,0,1.11,0.04,-0.04,0,0.1,0.04,-0.04,0,4.49,0.11,-0.11,0,1.4,0.8,-0.4,0,1.9554,0.0902,-0.0902,0,82.3432,0.3932,-0.3896,
2,2,Transit,3.6451398,1.06E-05,-1.42E-05,0,0.04813,0.00085,-0.00085,0,3.228,0.059,-0.059,0,19.2,4.1,-4.1,0,,,,,,,,,543.8,29.4,-27.6,0,1344,18,-18,0,0,G0 V,5987,64,-64,0,1.04,0.01,-0.01,0,1.11,0.04,-0.04,0,0.1,0.04,-0.04,0,4.49,0.11,-0.11,0,1.4,0.8,-0.4,0,1.9554,0.0902,-0.0902,0,82.3432,0.3932,-0.3896,
1,2,Radial Velocity,30.052,0.027,-0.027,0,0.189,0.006,-0.006,0,,,,,,,,,,,,,0.2,0.06,-0.06,0,,,,,,,,,0,G5 V,5793,22,-22,0,1,,,0,1,0.1,-0.1,0,0.09,0.05,-0.05,0,4.53,0.16,-0.16,0,,,,,,,,,50.3503,0.3538,-0.349,
1,2,Radial Velocity,192.9,0.9,-0.9,0,0.654,0.022,-0.022,0,,,,,,,,,,,,,0.06,0.06,-0.06,0,,,,,,,,,0,G5 V,5793,22,-22,0,1,,,0,1,0.1,-0.1,0,0.09,0.05,-0.05,0,4.53,0.16,-0.16,0,,,,,,,,,50.3503,0.3538,-0.349,
1,2,Radial Velocity,464.4,3.8,-3.8,0,1.36,0.13,-0.13,0,,,,,,,,,,,,,0.119,0.072,-0.072,0,,,,,,,,,0,,4918,,,0,5.08,,,0,1.54,,,0,,,,,3.24,,,0,,,,,,,,,136.957,1.955,-1.955,
1,2,Radial Velocity,1785,32,-32,0,3.33,0.31,-0.31,0,,,,,,,,,,,,,0.284,0.042,-0.042,0,,,,,,,,,0,,4918,,,0,5.08,,,0,1.54,,,0,,,,,3.24,,,0,,,,,,,,,136.957,1.955,-1.955,
1,2,Radial Velocity,2946,210,-180,0,2.94,0.14,-0.12,0,,,,,,,,,,,,,0.132,0.16,-0.091,0,,,,,,,,,0,,3719,21,-31,0,0.37,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.362,0.087,-0.069,0,4.89,0.01,-0.01,0,8.047,3.958,-4.523,0,,,,,5.675773,0.0059099,-0.0059099,
1,2,Radial Velocity,841,32,-32,0,1.98,0.14,-0.14,0,,,,,,,,,,,,,0.25,0.16,-0.16,0,,,,,,,,,0,,4862,,,0,5.52,,,0,1.46,,,0,,,,,3.09,,,0,,,,,,,,,146.6,1.122,-1.122,
1,2,Radial Velocity,1278,151,-198,0,,,,,,,,,,,,,,,,,0.411,0.231,-0.178,0,,,,,,,,,0,,,,,,,,,,1.72,0.12,-0.12,0,,,,,,,,,,,,,,,,,146.6,1.122,-1.122,
1,2,Radial Velocity,50.65905263,0.06281642,-0.0783023,0,0.234337,0.009472,-0.010172,0,,,,,,,,,,,,,0.304346,0.200387,-0.14519,0,,,,,,,,,0,,,,,,,,,,0.67,0.08,-0.08,0,,,,,,,,,,,,,,,,,40.2707,0.0428,-0.0427,
1,2,Radial Velocity,17128.35283777,3237.70151093,-2519.32802547,0,11.460432,1.47472,-1.183606,0,,,,,9501.75953,1486.40422,-1228.36355,0,,,,,0.405505,0.101063,-0.099256,0,,,,,,,,,0,,,,,,,,,,0.67,0.08,-0.08,0,,,,,,,,,,,,,,,,,40.2707,0.0428,-0.0427,
1,2,Radial Velocity,60.722,0.122,-0.122,0,0.256,0.003,-0.003,0,,,,,,,,,,,,,0.17,0.11,-0.11,0,,,,,,,,,0,M0,,,,,,,,,0.61,0.02,-0.02,0,,,,,,,,,,,,,,,,,17.7886,0.0095,-0.0095,
1,2,Radial Velocity,3477.768,229.001,-229.001,0,3.805,0.172,-0.172,0,,,,,,,,,,,,,0.16,0.1,-0.1,0,,,,,,,,,0,M0,,,,,,,,,0.61,0.02,-0.02,0,,,,,,,,,,,,,,,,,17.7886,0.0095,-0.0095,
1,2,Radial Velocity,345.72,5.37,-5.37,0,0.89,,,0,,,,,,,,,,,,,0.52,0.08,-0.08,0,,,,,,,,,0,,4962,89,-89,0,,,,,0.78,0.02,-0.02,0,0.1,0.07,-0.07,0,4.37,0.2,-0.2,0,6,,,1,,,,,51.6026,0.1043,-0.1039,
1,2,Radial Velocity,9017.76,3180.74,-3180.74,0,7.7,1.88,-1.88,0,,,,,,,,,,,,,0.14,0.1,-0.1,0,,,,,,,,,0,,4813,207.69,-128.99,0,0.75,0.05,-0.09,0,0.78,0.12,-0.07,0,0.17,0.11,-0.11,0,4.58,0.13,-0.1,0,,,,,2.5644,1.0069,-0.7629,0,51.6026,0.1043,-0.1039,
1,2,Radial Velocity,7.76,0.003,-0.003,0,0.063,0.001,-0.001,0,,,,,,,,,,,,,0.2,0.11,-0.11,0,,,,,,,,,0,K5 V,4021,226,-146,0,,,,,0.57,0.03,-0.03,0,,,,,,,,,,,,,,,,,18.7168,0.0164,-0.0164,
1,2,Radial Velocity,15.144,0.008,-0.008,0,0.099,0.002,-0.002,0,,,,,,,,,,,,,0.2,0.12,-0.12,0,,,,,,,,,0,K5 V,4021,226,-146,0,,,,,0.57,0.03,-0.03,0,,,,,,,,,,,,,,,,,18.7168,0.0164,-0.0164,
1,2,Radial Velocity,28.125,0.019,-0.019,0,0.177,0.005,-0.005,0,,,,,,,,,,,,,0.14,0.07,-0.07,0,,,,,,,,,0,K0,5460,50,-50,0,,,,,0.93,0.07,-0.07,0,0.25,0.04,-0.04,0,4.47,0.08,-0.08,0,,,,,,,,,61.7804,0.1065,-0.1062,
1,2,Radial Velocity,67.3,0.08,-0.08,0,0.316,0.008,-0.008,0,,,,,,,,,,,,,0.12,0.04,-0.04,0,,,,,,,,,0,K0,5460,50,-50,0,,,,,0.93,0.07,-0.07,0,0.25,0.04,-0.04,0,4.47,0.08,-0.08,0,,,,,,,,,61.7804,0.1065,-0.1062,
1,2,Radial Velocity,88.87622241,0.1184152,-0.11970684,0,0.482387,0.009124,-0.009393,0,,,,,,,,,,,,,0.063067,0.030933,-0.031711,0,,,,,,,,,0,,,,,,,,,,1.9,0.11,-0.11,0,,,,,,,,,,,,,,,,,64.1181,0.1748,-0.1748,
1,2,Radial Velocity,3923.66089514,616.24996317,-330.23316143,0,6.032077,0.652789,-0.362225,0,,,,,2430.61722,425.38024,-391.98542,0,,,,,0.356194,0.111866,-0.084709,0,,,,,,,,,0,,,,,,,,,,1.9,0.11,-0.11,0,,,,,,,,,,,,,,,,,64.1181,0.1748,-0.1748,
2,2,Radial Velocity,1852.14387204,215.24661679,-117.31045608,0,3.736626,0.288112,-0.175309,0,,,,,2621.63107,427.44318,-201.16248,0,,,,,0.360464,0.060044,-0.047376,0,,,,,,,,,0,,,,,,,,,,2.01,0.12,-0.12,0,,,,,,,,,,,,,,,,,155.121,0.638,-0.634,
1,2,Transit,10.28891,4E-05,-4E-05,0,0.089,0.001,-0.001,0,2.74,0.13,-0.13,0,20,1.5,-1.5,0,5.3,0.9,-0.9,0,0.16,0.03,-0.03,0,,,,,757,25,-25,0,0,K0 V,5198,100,-100,0,0.84,0.04,-0.04,0,0.9,0.05,-0.05,0,0.27,0.09,-0.09,0,4.41,0.1,-0.1,0,3.33,3.28,-3.28,0,2.154,0.312,-0.312,0,65.9501,0.1014,-0.1012,
1,2,Radial Velocity,16.84,0.22,-0.22,0,0.124,0.002,-0.002,0,,,,,,,,,,,,,0.25,,,1,,,,,642,22,-22,0,0,K0 V,5198,100,-100,0,0.84,0.04,-0.04,0,0.9,0.05,-0.05,0,0.27,0.09,-0.09,0,4.41,0.1,-0.1,0,3.33,3.28,-3.28,0,2.154,0.312,-0.312,0,65.9501,0.1014,-0.1012,
2,2,Eclipse Timing Variations,2390,4,-4,0,3.6,0.8,-0.8,0,,,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,0.88,,,0,,,,,,,,,,,,,,,,,,,,
2,2,Eclipse Timing Variations,4368,515,-515,0,5.4,0.9,-0.9,0,,,,,,,,,,,,,0.51,0.15,-0.15,0,,,,,,,,,0,,,,,,,,,,0.88,,,0,,,,,,,,,,,,,,,,,,,,
1,2,Transit,5.3518,0.0004,-0.0004,0,0.057,0.0012,-0.0012,0,1.82,0.11,-0.09,0,5.29,0.76,-0.77,0,4.8,1,-1,0,0.13,0.13,-0.09,0,,,,,,,,,0,G2,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,-0.46,0.05,-0.05,0,4.25,0.15,-0.15,0,12.3,0.7,-0.7,0,0.6,0.03,-0.03,0,200.394,2.763,-2.69,
1,2,Radial Velocity,15.6785,0.0064,-0.0063,0,0.1166,0.0025,-0.0025,0,,,,,,,,,,,,,0.07,0.07,-0.05,0,,,,,,,,,0,G2,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,-0.46,0.05,-0.05,0,4.25,0.15,-0.15,0,12.3,0.7,-0.7,0,0.6,0.03,-0.03,0,200.394,2.763,-2.69,
1,2,Transit,1.2916,4.9E-05,-5.1E-05,0,0.0189,0.0001,-0.0001,0,2.03,0.1,-0.1,0,,,,,,,,,,,,,,,,,868,14,-14,0,0,,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,-0.05,0.13,-0.13,0,4.75,0.01,-0.01,0,,,,,,,,,101.632,0.374,-0.372,
1,2,Transit,5.444017,0.000462,-0.000455,0,0.0492,0.0003,-0.0003,0,2.06,0.12,-0.12,0,,,,,,,,,,,,,,,,,537,9,-9,0,0,,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,-0.05,0.13,-0.13,0,4.75,0.01,-0.01,0,,,,,,,,,101.632,0.374,-0.372,
1,2,Transit,0.2803244,1.5E-06,-1.5E-06,0,,,,,1.51,0.05,-0.05,0,5.08,0.41,-0.41,0,8.2,1.1,-1.1,0,0,,,0,,,,,,,,,0,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,4.62,0.02,-0.03,0,6.3,6.6,-4.7,0,3.164,0.227,-0.227,0,61.8736,0.1662,-0.1654,
1,2,Transit,7.7485,0.00022,-0.00022,0,,,,,7,4.6,-2.8,0,7.4,,,1,,,,,0,,,0,,,,,,,,,0,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,4.62,0.02,-0.03,0,6.3,6.6,-4.7,0,3.164,0.227,-0.227,0,61.8736,0.1662,-0.1654,
1,2,Transit,2.6446,6E-05,-6E-05,0,,,,,2.05,0.06,-0.06,0,5.77,0.18,-0.18,0,3.69,0.21,-0.21,0,0.129,0.019,-0.019,0,,,,,,,,,1,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,5,4,-2,0,13.1,1.1,-1.1,0,79.3002,0.478,-0.4723,
1,2,Transit,4.00498,0.00011,-0.00011,0,,,,,2.19,0.07,-0.07,0,7.49,0.24,-0.24,0,3.92,0.27,-0.27,0,0.075,0.016,-0.016,0,,,,,,,,,1,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,5,4,-2,0,13.1,1.1,-1.1,0,79.3002,0.478,-0.4723,
1,2,Transit,3.67626,0.0003,-0.00031,0,0.0405,0.0003,-0.0003,0,1.99,0.21,-0.11,0,,,,,,,,,,,,,,,,,715,9,-8,0,0,,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0,0.21,0.09,-0.1,0,4.65,0.01,-0.01,0,,,,,,,,,129.356,0.445,-0.445,
1,2,Transit,7.95486,0.00084,-0.00085,0,0.0677,0.0005,-0.0005,0,2.07,0.18,-0.13,0,,,,,,,,,,,,,,,,,552,7,-7,0,0,,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0,0.21,0.09,-0.1,0,4.65,0.01,-0.01,0,,,,,,,,,129.356,0.445,-0.445,
1,2,Transit,10.06049,0.00134,-0.00148,0,0.0887,0.0008,-0.0008,0,2.64,0.16,-0.1,0,,,,,,,,,,,,,,,,,794,11,-11,0,0,,5503,51,-48,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0,0.07,0.07,-0.07,0,4.45,0.02,-0.02,0,,,,,,,,,197.299,2.061,-2.02,
1,2,Transit,5.90279,0.00191,-0.00233,0,0.0622,0.0006,-0.0006,0,1.28,0.13,-0.1,0,,,,,,,,,,,,,,,,,948,13,-13,0,0,,5503,51,-48,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0,0.07,0.07,-0.07,0,4.45,0.02,-0.02,0,,,,,,,,,197.299,2.061,-2.02,
1,2,Transit,8.52695,0.00362,-0.0037,0,0.0858,0.001,-0.0009,0,2.19,0.2,-0.19,0,,,,,,,,,,,,,,,,,1140,17,-18,0,0,,5960,52,-53,0,1.61,0.04,-0.04,0,1.16,0.05,-0.03,0,0.09,0.06,-0.06,0,4.09,0.02,-0.02,0,,,,,,,,,476.882,9.692,-9.321,
1,2,Transit,15.8523,0.0025,-0.0012,0,,,,,1.86,0.24,-0.11,0,,,,,,,,,,,,,,,,,766,16,-8,0,0,,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,,,,,,,,,,,,,,,,,243.935,4.239,-4.099,
1,2,Transit,7.576544,0.001841,-0.00169,0,,,,,1.418,0.202,-0.131,0,,,,,,,,,,,,,,,,,,,,,0,,5748,50,-50,0,0.98,0.11,-0.07,0,0.96,0.03,-0.03,0,-0.11,0.08,-0.08,0,4.34,0.1,-0.1,0,,,,,,,,,392.872,6.502,-6.298,
1,2,Transit,12.400047,0.001735,-0.001883,0,,,,,1.802,0.245,-0.158,0,,,,,,,,,,,,,,,,,,,,,0,,5748,50,-50,0,0.98,0.11,-0.07,0,0.96,0.03,-0.03,0,-0.11,0.08,-0.08,0,4.34,0.1,-0.1,0,,,,,,,,,392.872,6.502,-6.298,
1,2,Transit,14.316941,0.001445,-0.001411,0,,,,,1.666,0.16,-0.095,0,,,,,,,,,,,,,,,,,,,,,0,,5569,50,-50,0,0.87,0.04,-0.03,0,0.93,0.03,-0.03,0,-0.06,0.08,-0.08,0,4.61,0.1,-0.1,0,,,,,,,,,249.742,2.942,-2.876,
1,2,Transit,29.62682,0.001555,-0.001607,0,,,,,3.206,0.189,-0.139,0,,,,,,,,,,,,,,,,,,,,,0,,5569,50,-50,0,0.87,0.04,-0.03,0,0.93,0.03,-0.03,0,-0.06,0.08,-0.08,0,4.61,0.1,-0.1,0,,,,,,,,,249.742,2.942,-2.876,
1,2,Transit,32.939623,9.5E-05,-0.0001,0,0.1429,0.006,-0.0065,0,2.37,0.22,-0.22,0,8.92,1.7,-1.6,0,4.11,1.72,-1.18,0,0.2,0.08,-0.08,0,,,,,284,15,-15,0,0,,3457,39,-39,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0,0.12,0.16,-0.16,0,,,,,,,,,,,,,38.0266,0.07955,-0.07955,
1,2,Radial Velocity,8.962,0.008,-0.008,0,0.06,0.003,-0.003,0,,,,,,,,,,,,,0.47,,,1,,,,,363,14,-14,0,0,,3457,39,-39,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0,,,,,,,,,,,,,,,,,38.0266,0.07955,-0.07955,
1,2,Transit,10.616384,6.9E-05,-7.4E-05,0,,,,,1.15,0.07,-0.07,0,,,,,,,,,,,,,,,,,809,22,-25,0,0,,5788,190,-157,0,0.94,0.03,-0.03,0,0.96,0.05,-0.07,0,-0.1,0.16,-0.2,0,4.48,0.03,-0.04,0,,,,,,,,,268.357,3.298,-3.22,
1,2,Transit,52.713494,0.000155,-0.000164,0,,,,,2.39,0.09,-0.09,0,,,,,,,,,,,,,,,,,477,14,-17,0,0,,5788,190,-157,0,0.94,0.03,-0.03,0,0.96,0.05,-0.07,0,-0.1,0.16,-0.2,0,4.48,0.03,-0.04,0,,,,,,,,,268.357,3.298,-3.22,
1,2,Transit,1.742169,0.000457,-0.000365,0,0.0289,0.0003,-0.0003,0,1.35,0.11,-0.11,0,,,,,,,,,,,,,,,,,1692,33,-32,0,0,,5977,87,-87,0,1.19,0.03,-0.03,0,1.06,0.03,-0.03,0,-0.01,0.05,-0.05,0,4.31,0.03,-0.03,0,,,,,,,,,446.821,8.707,-8.385,
1,2,Transit,7.810253,0.000846,-0.000844,0,0.0785,0.0008,-0.0008,0,2.83,0.15,-0.15,0,,,,,,,,,,,,,,,,,1026,20,-20,0,0,,5977,87,-87,0,1.19,0.03,-0.03,0,1.06,0.03,-0.03,0,-0.01,0.05,-0.05,0,4.31,0.03,-0.03,0,,,,,,,,,446.821,8.707,-8.385,
1,2,Transit,2.588309,0.000221,-0.000207,0,0.0361,0.0004,-0.0004,0,1.52,0.09,-0.09,0,,,,,,,,,,,,,,,,,1197,18,-18,0,0,,5519,67,-67,0,0.87,0.01,-0.01,0,0.94,0.03,-0.03,0,0,0.05,-0.05,0,4.53,0.02,-0.02,0,,,,,,,,,242.113,1.94,-1.91,
1,2,Transit,6.679195,0.000383,-0.00039,0,0.068,0.0007,-0.0007,0,2.5,0.12,-0.12,0,,,,,,,,,,,,,,,,,872,13,-13,0,0,,5519,67,-67,0,0.87,0.01,-0.01,0,0.94,0.03,-0.03,0,0,0.05,-0.05,0,4.53,0.02,-0.02,0,,,,,,,,,242.113,1.94,-1.91,
1,2,Transit,10.098858,0.000619,-0.000643,0,,,,,1.357,0.176,-0.102,0,,,,,,,,,,,,,,,,,,,,,0,,5631,50,-50,0,0.91,0.1,-0.06,0,0.9,0.03,-0.04,0,-0.19,0.08,-0.08,0,4.38,0.1,-0.1,0,,,,,,,,,160.679,1.15,-1.135,
1,2,Transit,21.574023,0.00573,-0.004302,0,,,,,1.093,0.152,-0.092,0,,,,,,,,,,,,,,,,,,,,,0,,5631,50,-50,0,0.91,0.1,-0.06,0,0.9,0.03,-0.04,0,-0.19,0.08,-0.08,0,4.38,0.1,-0.1,0,,,,,,,,,160.679,1.15,-1.135,
1,2,Transit,15.852975,0.001201,-0.001168,0,0.1208,0.0016,-0.0017,0,3.13,0.12,-0.12,0,,,,,,,,,,,,,,,,,720,14,-14,0,0,,5713,87,-87,0,0.99,0.02,-0.02,0,0.94,0.04,-0.04,0,-0.1,0.06,-0.06,0,4.42,0.03,-0.03,0,,,,,1.09,0.358,-0.293,0,315.014,4.204,-4.096,
1,2,Transit,28.482786,0.006439,-0.00731,0,,,,,2.576,0.272,-0.149,0,,,,,,,,,,,,,,,,,,,,,0,,5712,50,-50,0,0.91,0.05,-0.03,0,0.96,0.03,-0.03,0,-0.09,0.08,-0.08,0,4.55,0.1,-0.1,0,,,,,,,,,315.014,4.204,-4.096,
1,2,Transit,3.2253993,2.4E-06,-2.4E-06,0,0.0382,0.0004,-0.0004,0,1.73,0.05,-0.04,0,6.9,1.8,-1.8,0,7.2,2.1,-2,0,0.02,0.03,-0.02,0,116.2,12,-11,0,913,23,-23,0,0,,4491,100,-100,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.01,0.09,-0.09,0,,,,,5.04,6.12,-3.59,0,,,,,107.518,0.602,-0.596,
1,2,Transit,7.3744897,3.7E-06,-3.7E-06,0,0.0662,0.0007,-0.0007,0,2.85,0.1,-0.09,0,12.4,2.3,-2.3,0,2.9,0.7,-0.6,0,0.03,0.06,-0.03,0,38.6,4,-4,0,694,17,-17,0,0,,4491,100,-100,0,0.68,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.01,0.09,-0.09,0,,,,,5.04,6.12,-3.59,0,,,,,107.518,0.602,-0.596,
1,2,Transit,1.05979,4.3E-05,-4.4E-05,0,,,,,1.4,0.135,-0.077,0,,,,,,,,,,,,,,,,,,,,,0,,5507,50,-50,0,0.88,0.03,-0.02,0,0.96,0.02,-0.02,0,0.13,0.08,-0.08,0,4.68,0.1,-0.1,0,,,,,,,,,197.932,1.675,-1.647,
1,2,Transit,22.779878,0.001957,-0.001947,0,,,,,3.286,0.398,-0.184,0,,,,,,,,,,,,,,,,,,,,,0,,5507,50,-50,0,0.88,0.03,-0.02,0,0.96,0.02,-0.02,0,0.13,0.08,-0.08,0,4.68,0.1,-0.1,0,,,,,,,,,197.932,1.675,-1.647,
1,2,Transit,9.325038,0.000379,-0.000403,0,0.076,0.002,-0.003,0,1.84,0.1,-0.1,0,,,,,,,,,0.1,0.148654,-0.084698,0,10,2.1,-1.7,0,,,,,0,,4222.06,88.15,-84.41,0,0.65,0.03,-0.03,0,0.68,0.07,-0.07,0,,,,,,,,,,,,,,,,,83.6448,0.2665,-0.2649,
