sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_dist,sy_disterr1,sy_disterr2
1,3,Transit,1.865169,1.4E-05,-1.4E-05,0.0154,,,0,0.57,0.18,-0.18,0,,,,,,,,,,,,,,,,,450,45,-45,0,0,M,3068,174,-174,0,0.17,0.04,-0.04,0,0.13,0.05,-0.05,0,-0.33,0.12,-0.12,0,,,,,4.5,0.5,-1,-1,,,,,40.0595,0.065,-0.0647
1,3,Transit,33.60134,0.00021,-0.0002,0.1968,0.0029,-0.0028,0,9.057,0.471,-0.482,0,1907,,,1,14,,,1,0.01,0.01,-0.01,0,,,,,543,16,-16,0,1,,5155,105,-105,0,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,0.41,0.1,-0.1,0,4.45,0.04,-0.04,0,9.7,3.7,-3.5,0,1.53,0.22,-0.17,0,777.06,17.209,-16.493
1,3,Transit Timing Variations,57.011,0.051,-0.061,0.2799,0.0041,-0.004,0,,,,,119.499,6.674,-6.039,0,,,,,0.0146,0.0034,-0.0036,0,,,,,455,14,-13,0,1,,5155,105,-105,0,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,0.41,0.1,-0.1,0,4.45,0.04,-0.04,0,9.7,3.7,-3.5,0,1.53,0.22,-0.17,0,777.06,17.209,-16.493
1,3,Transit,6.766589,2.2E-05,-2.2E-05,0.067,,,0,1.64,0.92,-0.92,0,,,,,,,,,,,,,,,,,,,,,1,,5309,200,-200,0,0.79,0.44,-0.44,0,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,777.06,17.209,-16.493
2,3,Transit,49.4643,0.0081,-0.0074,0.2877,0.0014,-0.0011,0,3.05,0.04,-0.04,0,2.07,23.7,-2.07,0,0.4,4.87,-0.4,0,0.021,0.0025,-0.0022,0,,,,,,,,,1,,,,,,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,,,,,,,,,,1.65,0.02,-0.01,0,1025.02,30.6445,-30.6445
2,3,Transit,303.227,0.062,-0.027,0.9638,0.0041,-0.0044,0,4.65,0.09,-0.07,0,3.17,2.18,-1.25,0,0.17,0.09,-0.07,0,0.044,0.029,-0.019,0,,,,,,,,,1,,,,,,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,,,,,,,,,,1.65,0.02,-0.01,0,1025.02,30.6445,-30.6445
2,3,Transit,187.366,0.069,-0.051,0.6992,0.0031,-0.0033,0,7.04,0.66,-0.49,0,19.02,23.84,-11.67,0,0.3,0.38,-0.18,0,0.024,0.025,-0.017,0,,,,,,,,,1,,,,,,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,,,,,,,,,,1.65,0.02,-0.01,0,1025.02,30.6445,-30.6445
1,3,Transit,45.154,0.0002,-0.0002,0.2514,0.0097,-0.0097,0,7.1,0.3,-0.3,0,2.1,1.5,-0.8,0,0.03,0.02,-0.01,0,0.04,0.01,-0.01,0,,,,,543,11,-11,0,1,,6018,107,-107,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,,,,,4.51,0.3,-0.3,0,0.3,2.3,-2.3,0,2.16,0.15,-0.13,0,783.831,13.669,-13.218
1,3,Transit,85.312,0.003,-0.002,0.384,0.015,-0.015,0,9,2.8,-1.7,0,4,0.4,-0.4,0,0.03,0.02,-0.03,0,0.014,0.013,-0.009,0,,,,,439,9,-9,0,1,,6018,107,-107,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,,,,,4.51,0.3,-0.3,0,0.3,2.3,-2.3,0,2.16,0.15,-0.13,0,783.831,13.669,-13.218
1,3,Transit,130.194,0.005,-0.002,0.509,0.02,-0.02,0,9.7,0.5,-0.5,0,7.6,1.1,-1.1,0,0.046,0.009,-0.009,0,0.008,0.011,-0.008,0,,,,,381,8,-8,0,1,,6018,107,-107,0,0.94,0.5,-0.5,0,1.04,0.12,-0.12,0,,,,,4.51,0.3,-0.3,0,0.3,2.3,-2.3,0,2.16,0.15,-0.13,0,783.831,13.669,-13.218
1,3,Transit,36.445171,0.000253,-0.000253,0.182,,,0,1.95,0.21,-0.21,0,,,,,,,,,,,,,,,,,,,,,1,,4263,100,-100,0,0.56,0.02,-0.02,0,,,,,,,,,4.73,0.15,-0.15,0,,,,,,,,,321.542,2.42,-2.383
1,3,Transit,9.751962,7.7E-05,-7.7E-05,0.091,,,0,2.12,1.05,-1.05,0,,,,,,,,,,,,,,,,,,,,,0,,6085,200,-200,0,0.96,0.47,-0.47,0,,,,,,,,,4.5,0.3,-0.3,0,,,,,,,,,1366.07,65.81,-60.13
1,3,Transit,20.995694,0.000143,-0.000143,0.126,,,0,1.53,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,1,,4252,100,-100,0,0.55,0.02,-0.02,0,,,,,,,,,4.73,0.15,-0.15,0,,,,,,,,,271.701,2.9175,-2.9175
1,3,Transit,10.5016,0.0011,-0.001,0.1028,0.0037,-0.0037,0,6.51,0.29,-0.28,0,22.1,3.9,-3.6,0,0.442,0.08,-0.072,0,,,,,,,,,,,,,1,,4840,97,-97,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,0.2,0.16,-0.16,0,3.31,0.01,-0.01,0,3.5,1.3,-1.3,0,0.0246,0.0006,-0.0006,0,912.994,23.5465,-23.5465
1,3,Transit,21.40239,0.00059,-0.00062,0.1652,0.0059,-0.0059,0,9.8,0.46,-0.46,0,181,21,-19,0,1.06,0.14,-0.13,0,,,,,,,,,,,,,1,,4840,97,-97,0,4.23,0.15,-0.15,0,1.32,0.13,-0.13,0,0.2,0.16,-0.16,0,3.31,0.01,-0.01,0,3.5,1.3,-1.3,0,0.0246,0.0006,-0.0006,0,912.994,23.5465,-23.5465
1,3,Radial Velocity,1002,5,-5,2.16,0.08,-0.08,0,,,,,,,,,,,,,0.2,0.01,-0.01,0,,,,,,,,,0,,4819.44,74.95,-74.95,0,4.22,,,0,,,,,0.363,0.006,-0.006,0,,,,,,,,,,,,,912.994,23.5465,-23.5465
1,3,Transit,40.101371,0.000612,-0.000612,0.236,,,0,2.94,1.4,-1.4,0,,,,,,,,,,,,,,,,,,,,,0,,6099,200,-200,0,1.13,0.53,-0.53,0,,,,,,,,,4.37,0.3,-0.3,0,,,,,,,,,969.252,24.478,-23.32
1,3,Transit,20.837846,0.000181,-0.000181,0.128,,,0,1.21,0.27,-0.27,0,,,,,,,,,,,,,,,,,,,,,0,,4500,116,-116,0,0.59,0.03,-0.03,0,,,,,,,,,4.7,0.2,-0.2,0,,,,,,,,,348.291,3.1665,-3.1665
2,3,Transit,5.169796,1.6E-05,-1.6E-05,0.051,,,0,1.94,0.13,-0.13,0,,,,,,,,,,,,,,,,,,,,,0,,4648,116,-116,0,0.59,0.03,-0.03,0,,,,,,,,,4.72,0.2,-0.2,0,,,,,,,,,400.409,5.153,-5.153
1,3,Transit,19.23891,6E-05,-6E-05,0.143,0.007,-0.006,0,8.29,0.54,-0.43,0,43.4,1.6,-2,0,0.42,0.06,-0.09,0,0.0609,0.001,-0.0013,0,,,,,,,,,1,,5774,60,-60,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,0.05,0.07,-0.07,0,4.49,0.02,-0.03,0,2,2,-1.3,0,1.64,0.11,-0.13,0,628.257,6.7435,-6.7435
1,3,Transit,38.9853,0.0003,-0.0003,0.227,0.012,-0.008,0,8.08,0.54,-0.41,0,29.9,1.1,-1.3,0,0.31,0.05,-0.06,0,0.06691,0.0001,-0.00012,0,,,,,,,,,1,,5774,60,-60,0,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0,0.05,0.07,-0.07,0,4.49,0.02,-0.03,0,2,2,-1.3,0,1.64,0.11,-0.13,0,628.257,6.7435,-6.7435
1,3,Transit,1.592851,4.5E-05,-4.5E-05,0.0273,0.00042,-0.00043,0,1.64,0.19,-0.14,0,,,,,,,,,,,,,,,,,2026,60,-60,0,0,,5777,61,-61,0,1.02,0.05,-0.05,0,1.07,0.05,-0.05,0,0.12,0.04,-0.04,0,4.49,0.09,-0.09,0,1,,,0,,,,,628.257,6.7435,-6.7435
1,3,Pulsar Timing,25.262,0.003,-0.003,0.19,,,0,,,,,0.02,0.002,-0.002,0,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,3,3,-3,0,,,,,600,100,-100
1,3,Pulsar Timing,66.5419,0.0001,-0.0001,0.36,,,0,,,,,4.3,0.2,-0.2,0,,,,,0.0186,0.0002,-0.0002,0,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,3,3,-3,0,,,,,600,100,-100
1,3,Pulsar Timing,98.2114,0.0002,-0.0002,0.46,,,0,,,,,3.9,0.2,-0.2,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,1.4,,,0,,,,,,,,,3,3,-3,0,,,,,600,100,-100
1,3,Transit,4.65382,0.00033,-0.00031,0.05186,0.00086,-0.00077,0,2.726,0.075,-0.075,0,9.5,0.88,-0.88,0,2.57,0.33,-0.33,0,0.194,0.041,-0.036,0,185,9,-9,0,1037,11,-11,0,0,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,4.52,0.02,-0.02,0,6.8,4.4,-4.1,0,1.99,0.13,-0.11,0,111.059,0.444,-0.44
1,3,Transit,9.15059,0.0007,-0.00082,0.0814,0.0013,-0.0013,0,2.759,0.1,-0.1,0,6.63,0.99,-0.99,0,1.73,0.33,-0.33,0,0.066,0.07,-0.047,0,77.59,3.31,-3.31,0,828,9,-9,0,0,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,4.52,0.02,-0.02,0,6.8,4.4,-4.1,0,1.99,0.13,-0.11,0,111.059,0.444,-0.44
1,3,Transit,19.98,0.005,-0.0056,0.137,0.0022,-0.0022,0,2.93,0.17,-0.17,0,13.6,1.2,-1.2,0,2.98,0.65,-0.52,0,0.168,0.088,-0.062,0,26.7,1.4,-1.4,0,638,7,-7,0,0,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,4.52,0.02,-0.02,0,6.8,4.4,-4.1,0,1.99,0.13,-0.11,0,111.059,0.444,-0.44
1,3,Transit,2.38839,0.00031,-0.00066,0.0291,0.0005,-0.0005,0,1.39,0.21,-0.19,0,57,,,1,,,,,0.14,,,1,,,,,831,18,-18,0,0,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,4.7,0.05,-0.05,0,0.8,,,-1,5.02,0.59,-0.46,0,99.5561,0.1172,-0.1172
1,3,Transit,4.4929,0.0038,-0.0027,0.0443,0.0008,-0.0008,0,2.12,0.12,-0.12,0,14,,,1,,,,,0.019,,,1,,,,,673,15,-15,0,0,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,4.7,0.05,-0.05,0,0.8,,,-1,5.02,0.59,-0.46,0,99.5561,0.1172,-0.1172
1,3,Transit,9.0497,0.0049,-0.0032,0.0707,0.0012,-0.0012,0,2.52,0.15,-0.15,0,15,,,1,,,,,0.062,,,1,,,,,533,12,-12,0,0,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,4.7,0.05,-0.05,0,0.8,,,-1,5.02,0.59,-0.46,0,99.5561,0.1172,-0.1172
1,3,Transit,10.35509,0.0002,-0.00014,0.0682,0.0013,-0.0013,0,2.518,0.036,-0.036,0,,,,,,,,,,,,,84.06,5.07,-4.78,0,797,12,-12,0,1,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,4.45,0.12,-0.12,0,0.34,0.08,-0.08,0,,,,,41.9091,0.0528,-0.0526
1,3,Transit,21.01538,0.00084,-0.00074,0.1093,0.0021,-0.0021,0,3.497,0.043,-0.043,0,,,,,,,,,,,,,32.7,1.9,-1.9,0,630,9,-9,0,1,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,4.45,0.12,-0.12,0,0.34,0.08,-0.08,0,,,,,41.9091,0.0528,-0.0526
1,3,Transit,35.12537,0.00067,-0.00067,0.1539,0.0029,-0.0029,0,3.232,0.063,-0.063,0,,,,,,,,,,,,,16.5,1,-1,0,530,8,-8,0,0,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,4.45,0.12,-0.12,0,0.34,0.08,-0.08,0,,,,,41.9091,0.0528,-0.0526
1,3,Transit,3.3601538,4.8E-06,-4.8E-06,0.03197,0.00022,-0.00022,0,1.206,0.039,-0.039,0,1.58,0.26,-0.26,0,4.97,0.94,-0.94,0,0.034,0.025,-0.025,0,,,,,581,14,-14,0,0,M,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,4.87,0.03,-0.03,0,,,,,7.2,0.63,-0.63,0,22.4793,0.01355,-0.01355
1,3,Transit,5.6605731,3.1E-06,-3.1E-06,0.04526,0.00031,-0.00031,0,2.355,0.064,-0.064,0,6.15,0.37,-0.37,0,2.6,0.26,-0.26,0,0.027,0.021,-0.021,0,,,,,488,12,-12,0,0,M,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,4.87,0.03,-0.03,0,,,,,7.2,0.63,-0.63,0,22.4793,0.01355,-0.01355
1,3,Transit,11.379573,1.3E-05,-1.3E-05,0.0721,0.0005,-0.0005,0,2.133,0.058,-0.058,0,4.78,0.43,-0.43,0,2.72,0.33,-0.33,0,0.032,0.023,-0.023,0,,,,,387,10,-10,0,0,M,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,4.87,0.03,-0.03,0,,,,,7.2,0.63,-0.63,0,22.4793,0.01355,-0.01355
1,3,Transit,0.490047,1E-05,-7E-06,0.0113,0.0002,-0.0003,0,1.28,0.04,-0.04,0,3.07,0.35,-0.35,0,8,1,-1,0,0,,,0,,,,,1862,42,-42,0,0,,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.2,0.05,-0.05,0,4.6,0.06,-0.06,0,,,,,,,,,32.5686,0.0312,-0.0311
1,3,Radial Velocity,4.8494,0.0003,-0.0002,0.052,0.001,-0.001,0,,,,,,,,,,,,,0,,,0,,,,,867,20,-20,0,0,,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.2,0.05,-0.05,0,4.6,0.06,-0.06,0,,,,,,,,,32.5686,0.0312,-0.0311
1,3,Transit,12.46103,2E-05,-2E-05,0.098,0.002,-0.002,0,3.29,0.09,-0.09,0,9.9,1.53,-1.49,0,1.36,0.25,-0.25,9,0,,,0,,,,,633,14,-14,0,0,,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,0.2,0.05,-0.05,0,4.6,0.06,-0.06,0,,,,,,,,,32.5686,0.0312,-0.0311
2,3,Transit,1.858703,2.5E-05,-3.5E-05,0.0283,0.0011,-0.0012,0,1.91,0.12,-0.12,0,,,,,,,,,0,,,0,,,,,1491,23,-19,0,0,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,0.12,,,0,1.824,0.086,-0.124,0,123.739,0.386,-0.384
2,3,Transit,9.192522,6E-05,-0.0001,0.0823,0.0033,-0.0036,0,3.1,0.13,-0.13,0,,,,,,,,,0,,,0,,,,,875,13,-11,0,0,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,0.12,,,0,1.824,0.086,-0.124,0,123.739,0.386,-0.384
2,3,Transit,16.364988,4.4E-05,-4.4E-05,0.1208,0.0048,-0.0052,0,4.07,0.15,-0.15,0,,,,,,,,,0,,,0,,,,,722,11,-9,0,0,,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,,,,,,0.12,,,0,1.824,0.086,-0.124,0,123.739,0.386,-0.384
1,3,Transit,9.97702,0.00024,-0.00028,0.0677,0.0011,-0.0011,0,1.037,0.065,-0.064,0,,,,,,,,,0.081,0.095,-0.058,0,5,0.61,-0.57,0,417,12,-12,0,0,,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.07,0.11,-0.11,0,4.8,0.04,-0.04,0,,,,,7.68,1,-0.89,0,31.1265,0.0206,-0.0206
1,3,Transit,16.05111,6.2E-05,-6.3E-05,0.0929,0.0015,-0.0015,0,2.65,0.16,-0.15,0,,,,,,,,,0.078,0.075,-0.056,0,2.66,0.32,-0.29,0,356,10,-10,0,0,,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.07,0.11,-0.11,0,4.8,0.04,-0.04,0,,,,,7.68,1,-0.89,0,31.1265,0.0206,-0.0206
1,3,Transit,37.42475,0.00036,-0.0004,0.1633,0.0026,-0.0027,0,1.144,0.062,-0.061,0,,,,,,,,,0.111,0.14,-0.078,0,0.85,0.1,-0.1,0,269,8,-8,0,0,,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.07,0.11,-0.11,0,4.8,0.04,-0.04,0,,,,,7.68,1,-0.89,0,31.1265,0.0206,-0.0206
1,3,Transit,9.531361,1.8E-05,-1.7E-05,0.07928,0.00096,-0.00091,0,2.049,0.012,-0.08,0,,,,,,,,,0.54,0.26,-0.2,0,22.6,4.1,-5.4,0,650,6,-6,0,0,K4.5 V,4622,61,-59,0,0.67,0.02,-0.02,0,0.73,0.03,-0.03,0,-0.02,0.12,-0.043,0,4.64,0.02,-0.02,0,0.83,0.25,-0.28,0,3.36,0.24,-0.22,0,58.6212,0.0797,-0.0795
1,3,Transit,51.69906,0.00017,-0.00017,0.2447,0.003,-0.0028,0,2.701,0.092,-0.082,0,,,,,,,,,0.089,0.083,-0.056,0,3.08,0.12,-0.12,0,370,3,-3,0,0,K4.5 V,4622,61,-59,0,0.67,0.02,-0.02,0,0.73,0.03,-0.03,0,-0.02,0.12,-0.043,0,4.64,0.02,-0.02,0,0.83,0.25,-0.28,0,3.36,0.24,-0.22,0,58.6212,0.0797,-0.0795
1,3,Transit,84.8396,0.00043,-0.0004,0.3405,0.0041,-0.0039,0,2.474,0.09,-0.082,0,,,,,,,,,0.073,0.064,-0.049,0,1.6,0.06,-0.06,0,314,3,-3,0,0,K4.5 V,4622,61,-59,0,0.67,0.02,-0.02,0,0.73,0.03,-0.03,0,-0.02,0.12,-0.043,0,4.64,0.02,-0.02,0,0.83,0.25,-0.28,0,3.36,0.24,-0.22,0,58.6212,0.0797,-0.0795
1,3,Radial Velocity,4.8869,0.0005,-0.0005,0.0375,0.0012,-0.0013,0,,,,,,,,,,,,,0.15,0.13,-0.1,0,7.34,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,,,,,,,,,,,,,4.30592,0.00118,-0.00118
1,3,Radial Velocity,17.8719,0.0059,-0.0059,0.089,0.0029,-0.0031,0,,,,,,,,,,,,,0.11,0.1,-0.07,0,1.3,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,,,,,,,,,,,,,4.30592,0.00118,-0.00118
1,3,Radial Velocity,217.21,0.55,-0.52,0.47,0.015,-0.017,0,,,,,,,,,,,,,0.55,0.08,-0.09,0,0.06,,,0,,,,,0,M3.5,3342,49,-49,0,0.31,0.03,-0.03,0,0.29,,,0,-0.09,0.09,-0.09,0,,,,,,,,,,,,,4.30592,0.00118,-0.00118
2,3,Radial Velocity,18.157,0.034,-0.034,0.13,0,0,0,,,,,,,,,,,,,0.18,0.04,-0.04,0,,,,,,,,,0,,5399,55,-55,0,1,0.04,-0.04,0,0.98,0.2,-0.2,0,0.39,,,0,4.43,0.08,-0.08,0,,,,,,,,,151.398,0.955,-0.944
2,3,Radial Velocity,120.8,0.34,-0.34,0.4756,0.0087,-0.0087,0,,,,,,,,,,,,,0.1528,0.0094,-0.0098,0,,,,,,,,,0,,5399,55,-55,0,1.02,0.09,-0.07,0,0.98,0.05,-0.05,0,0.39,0.05,-0.05,0,4.43,0.08,-0.08,0,7.1,2.5,-2.9,0,,,,,151.398,0.955,-0.944
1,3,Radial Velocity,2.02087,7E-05,-9E-05,0.01634,0.00035,-0.00041,0,,,,,,,,,,,,,0.06,0.06,-0.04,0,8.21,0.16,-0.15,0,471,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,5.17,0.07,-0.07,0,3.8,0.5,-0.5,0,,,,,3.71207,0.00109,-0.00109
1,3,Radial Velocity,3.05989,0.0001,-0.0001,0.02156,0.00046,-0.00054,0,,,,,,,,,,,,,0,,,0,4.72,0.09,-0.09,0,410,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,5.17,0.07,-0.07,0,3.8,0.5,-0.5,0,,,,,3.71207,0.00109,-0.00109
1,3,Radial Velocity,4.65626,0.00028,-0.00029,0.02851,0.00061,-0.00071,0,,,,,,,,,,,,,0.07,0.04,-0.05,0,2.7,0.05,-0.05,0,357,2,-2,0,0,M4.5 V,3151,51,-51,0,0.16,0.01,-0.01,0,0.14,0.01,-0.01,0,-0.18,0.16,-0.16,0,5.17,0.07,-0.07,0,3.8,0.5,-0.5,0,,,,,3.71207,0.00109,-0.00109
1,3,Transit,6.26790772,0.0004306,-0.00043159,0.068647,0.002826,-0.003044,0,,,,,,,,,,,,,0.076939,0.075655,-0.04854,0,,,,,,,,,0,,,,,,,,,,1.1,0.14,-0.14,0,,,,,,,,,,,,,,,,,18.2702,0.0226,-0.0226
2,3,Radial Velocity,4.617033,2.3E-05,-2.3E-05,0.059222,0,0,0,,,,,,,,,,,,,0.0215,0.0007,-0.0007,0,,,,,,,,,0,F8 V,,,,,1.56,,,0,1.3,,,0,,,,,,,,,5,,,0,,,,,13.4054,0.0635,-0.0629
2,3,Radial Velocity,241.258,0.064,-0.064,0.827774,1.5E-05,-1.5E-05,0,,,,,,,,,,,,,0.2596,0.0079,-0.0079,0,,,,,,,,,0,F8 V,,,,,1.56,,,0,1.3,,,0,,,,,,,,,5,,,0,,,,,13.4054,0.0635,-0.0629
2,3,Radial Velocity,1276.46,0.57,-0.57,2.51329,0.00075,-0.00075,0,,,,,,,,,,,,,0.2987,0.0072,-0.0072,0,,,,,,,,,0,F8 V,,,,,1.56,,,0,1.3,,,0,,,,,,,,,5,,,0,,,,,13.4054,0.0635,-0.0629
1,2,Radial Velocity,1765.03890112,1.67708897,-1.87256063,2.773069,0.110517,-0.118828,0,,,,,2586.74645,492.67126,-308.97002,0,,,,,0.372689,0.008388,-0.00603,0,,,,,,,,,0,,,,,,,,,,0.91,0.11,-0.11,0,,,,,,,,,,,,,,,,,17.9323,0.0073,-0.0073
1,2,Radial Velocity,452.8,2.1,-4.5,1.333,0.004,-0.009,0,,,,,,,,,,,,,0.09,0.14,-0.06,0,,,,,,,,,0,,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.03,0.04,-0.04,0,3.5,0.1,-0.1,0,2.7,0.4,-0.4,0,,,,,72.0691,0.6854,-0.6728
1,2,Radial Velocity,883,32.4,-13.8,2.08,0.05,-0.02,0,,,,,,,,,,,,,0.29,0.16,-0.09,0,,,,,,,,,0,,5098,44,-44,0,4.9,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.03,0.04,-0.04,0,3.5,0.1,-0.1,0,2.7,0.4,-0.4,0,,,,,72.0691,0.6854,-0.6728
1,2,Radial Velocity,735.1,14.8,-1,1.758,0.024,-0.001,0,,,,,,,,,,,,,0.06,0.03,-0.03,0,,,,,,,,,0,,4826,45,-55,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.21,0.1,-0.1,0,3.19,0.06,-0.07,0,4.3,0.9,-1.3,0,,,,,19.8101,0.1648,-0.1648
1,2,Radial Velocity,996,1.5,-52.4,2.153,0.003,-0.08,0,,,,,,,,,,,,,0.08,0.05,-0.04,0,,,,,,,,,0,,4826,45,-55,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.21,0.1,-0.1,0,3.19,0.06,-0.07,0,4.3,0.9,-1.3,0,,,,,19.8101,0.1648,-0.1648
1,2,Radial Velocity,379.63,2,-2,1.05,0.07,-0.07,0,,,,,,,,,,,,,0.15,0.03,-0.03,0,,,,,,,,,0,,4259,64,-64,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,-0.79,,,0,1.77,0.19,-0.19,0,,,,,,,,,1539.71,189.925,-189.925
1,2,Radial Velocity,621.99,10.2,-10.2,2.01,,,0,,,,,,,,,,,,,0.18,0.06,-0.06,0,,,,,,,,,0,K2 II,4137,10,-10,0,49,26,-26,0,2.8,1.5,-1.5,0,-1,0.07,-0.07,0,1.51,0.05,-0.05,0,,,,,,,,,1539.71,189.925,-189.925
1,2,Radial Velocity,3.8728,0.0004,-0.0004,0.0428,0.0007,-0.0007,0,,,,,,,,,,,,,0,,,0,,,,,,,,,0,K7/M0 V,4324,100,-100,0,,,,,0.7,,,0,-0.14,0.17,-0.17,0,4.74,0.02,-0.02,0,4.4,4,-4,0,,,,,20.2695,0.022,-0.0218
1,2,Radial Velocity,125.94,0.44,-0.44,0.435,0.007,-0.007,0,,,,,,,,,,,,,0.31,0.11,-0.11,0,,,,,,,,,0,K7/M0 V,4324,100,-100,0,,,,,0.7,,,0,-0.14,0.17,-0.17,0,4.74,0.02,-0.02,0,4.4,4,-4,0,,,,,20.2695,0.022,-0.0218
1,2,Radial Velocity,5.6,0.02,-0.02,0.06,0,0,0,,,,,,,,,,,,,0.15,0.15,-0.15,0,,,,,,,,,0,,4816,114,-114,0,0.71,0.04,-0.04,0,0.5,0.26,-0.26,0,-0.06,,,0,4.43,0.22,-0.22,0,,,,,,,,,41.3342,0.0685,-0.0682
1,2,Radial Velocity,237.6,1.5,-1.5,0.68,0.02,-0.02,0,,,,,,,,,,,,,0.19,0.09,-0.09,0,,,,,,,,,0,K3 V,4746,63,-63,0,,,,,0.74,0.07,-0.07,0,-0.07,0.03,-0.03,0,4.13,0.26,-0.26,0,4.5,4,-4,0,,,,,41.3342,0.0685,-0.0682
