sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_dist,sy_disterr1,sy_disterr2
1,2,Transit,2.936532,9E-06,-9E-06,0.037,,,0,1.5,0.86,-0.86,0,,,,,,,,,,,,,,,,,,,,,0,,5626,200,-200,0,0.81,0.46,-0.46,0,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,713.964,11.293,-10.952
1,2,Transit,8.014927,5.2E-05,-5.2E-05,0.073,,,0,1.98,1.15,-1.15,0,,,,,,,,,,,,,,,,,,,,,0,,5626,200,-200,0,0.81,0.46,-0.46,0,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,713.964,11.293,-10.952
1,2,Transit,11.634788,0.000134,-0.000134,0.101,,,0,1.54,0.84,-0.84,0,,,,,,,,,,,,,,,,,,,,,0,,6023,200,-200,0,1.01,0.54,-0.54,0,,,,,,,,,4.44,0.3,-0.3,0,,,,,,,,,1333.62,42.77,-42.77
1,2,Transit,33.197861,0.000894,-0.000894,0.204,,,0,1.84,1,-1,0,,,,,,,,,,,,,,,,,,,,,0,,6023,200,-200,0,1.01,0.54,-0.54,0,,,,,,,,,4.44,0.3,-0.3,0,,,,,,,,,1333.62,42.77,-42.77
1,2,Transit,30.160546,0.000311,-0.000311,0.207,,,0,4.07,0.16,-0.16,0,,,,,,,,,,,,,,,,,,,,,1,,4991,75,-75,0,2.94,0.07,-0.07,0,,,,,,,,,3.62,0.04,-0.04,0,,,,,,,,,443.03,6.2675,-6.2675
1,2,Transit,51.078775,0.00089,-0.00089,0.294,,,0,3.59,0.43,-0.43,0,,,,,,,,,,,,,,,,,,,,,1,,4991,75,-75,0,2.94,0.07,-0.07,0,,,,,,,,,3.62,0.04,-0.04,0,,,,,,,,,443.03,6.2675,-6.2675
1,2,Transit,2.139542,6E-06,-6E-06,0.032,,,0,1.45,0.7,-0.7,0,,,,,,,,,,,,,,,,,,,,,0,,5744,200,-200,0,0.89,0.43,-0.43,0,,,,,,,,,4.54,0.3,-0.3,0,,,,,,,,,780.361,11.302,-11.302
1,2,Transit,4.807091,9E-06,-9E-06,0.056,,,0,2.01,0.97,-0.97,0,,,,,,,,,,,,,,,,,,,,,0,,5744,200,-200,0,0.89,0.43,-0.43,0,,,,,,,,,4.54,0.3,-0.3,0,,,,,,,,,780.361,11.302,-11.302
1,2,Transit,11.008151,2.9E-05,-2.9E-05,0.082,,,0,2.13,0.26,-0.26,0,,,,,,,,,,,,,,,,,,,,,0,,4351,100,-100,0,0.57,0.02,-0.02,0,,,,,,,,,4.72,0.15,-0.15,0,,,,,,,,,468.094,7.94,-7.684
1,2,Transit,92.743711,0.001413,-0.001413,0.341,,,0,1.82,0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,1,,4351,100,-100,0,0.57,0.02,-0.02,0,,,,,,,,,4.72,0.15,-0.15,0,,,,,,,,,468.094,7.94,-7.684
1,2,Transit,12.699149,7.1E-05,-7.1E-05,0.104,,,0,2.24,0.98,-0.98,0,,,,,,,,,,,,,,,,,,,,,0,,5615,200,-200,0,0.81,0.36,-0.36,0,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,1031.95,33.35,-31.36
1,2,Transit,37.514456,0.00035,-0.00035,0.213,,,0,2.61,1.18,-1.18,0,,,,,,,,,,,,,,,,,,,,,0,,5615,200,-200,0,0.81,0.36,-0.36,0,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,1031.95,33.35,-31.36
1,2,Transit,2.633867,1.2E-05,-1.2E-05,0.036,,,0,1.34,0.58,-0.58,0,,,,,,,,,,,,,,,,,,,,,0,,5411,200,-200,0,0.81,0.35,-0.35,0,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,824.31,16.001,-15.413
1,2,Transit,6.186676,5.9E-05,-5.9E-05,0.064,,,0,1.12,0.49,-0.49,0,,,,,,,,,,,,,,,,,,,,,0,,5411,200,-200,0,0.81,0.35,-0.35,0,,,,,,,,,4.58,0.3,-0.3,0,,,,,,,,,824.31,16.001,-15.413
1,2,Transit,20.342199,8.4E-05,-8.4E-05,0.145,,,0,2.33,1.06,-1.06,0,,,,,,,,,,,,,,,,,,,,,0,,5806,200,-200,0,1.03,0.47,-0.47,0,,,,,,,,,4.4,0.3,-0.3,0,,,,,,,,,835.86,15.1005,-15.1005
1,2,Transit,44.851896,0.000247,-0.000247,0.246,,,0,3.26,1.49,-1.49,0,,,,,,,,,,,,,,,,,,,,,0,,5806,200,-200,0,1.03,0.47,-0.47,0,,,,,,,,,4.4,0.3,-0.3,0,,,,,,,,,835.86,15.1005,-15.1005
1,2,Transit,14.589347,6.6E-05,-6.6E-05,0.11,,,0,2.25,1.22,-1.22,0,,,,,,,,,,,,,,,,,,,,,0,,5147,200,-200,0,0.74,0.38,-0.38,0,,,,,,,,,4.62,0.3,-0.3,0,,,,,,,,,694.627,14.518,-13.946
1,2,Transit,36.77031,0.000183,-0.000183,0.205,,,0,2.7,1.39,-1.39,0,,,,,,,,,,,,,,,,,,,,,0,,5147,200,-200,0,0.74,0.38,-0.38,0,,,,,,,,,4.62,0.3,-0.3,0,,,,,,,,,694.627,14.518,-13.946
1,2,Transit,3.546511,1.6E-05,-1.6E-05,0.047,,,0,2.16,0.94,-0.94,0,,,,,,,,,,,,,,,,,,,,,0,,6002,200,-200,0,1.02,0.44,-0.44,0,,,,,,,,,4.47,0.3,-0.3,0,,,,,,,,,1786.48,115.5,-102.53
1,2,Transit,5.700786,5.5E-05,-5.5E-05,0.065,,,0,1.88,0.82,-0.82,0,,,,,,,,,,,,,,,,,,,,,0,,6002,200,-200,0,1.02,0.44,-0.44,0,,,,,,,,,4.47,0.3,-0.3,0,,,,,,,,,1786.48,115.5,-102.53
1,2,Transit,19.254196,7.9E-05,-7.9E-05,0.144,,,0,3.07,1.3,-1.3,0,,,,,,,,,,,,,,,,,,,,,0,,5804,200,-200,0,0.96,0.4,-0.4,0,,,,,,,,,4.5,0.3,-0.3,0,,,,,,,,,974.633,23.282,-22.238
1,2,Transit,54.155743,0.000466,-0.000466,0.286,,,0,3.83,1.63,-1.63,0,,,,,,,,,,,,,,,,,,,,,0,,5804,200,-200,0,0.96,0.4,-0.4,0,,,,,,,,,4.5,0.3,-0.3,0,,,,,,,,,974.633,23.282,-22.238
1,2,Transit,3.701212,2.5E-05,-2.5E-05,0.048,,,0,1.77,0.83,-0.83,0,,,,,,,,,,,,,,,,,,,,,0,,5913,200,-200,0,0.98,0.46,-0.46,0,,,,,,,,,4.49,0.3,-0.3,0,,,,,,,,,1357.01,60,-55.2
1,2,Transit,6.6264,2.8E-05,-2.8E-05,0.071,,,0,2.71,1.27,-1.27,0,,,,,,,,,,,,,,,,,,,,,0,,5913,200,-200,0,0.98,0.46,-0.46,0,,,,,,,,,4.49,0.3,-0.3,0,,,,,,,,,1357.01,60,-55.2
1,2,Transit,38.871826,0.000153,-0.000153,0.217,,,0,2.87,0.52,-0.52,0,,,,,,,,,,,,,,,,,,,,,1,,5619,100,-100,0,0.92,0.17,-0.17,0,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,692.14,8.083,-7.901
1,2,Transit,74.920137,0.00012,-0.00012,0.336,,,0,6.54,1.18,-1.18,0,,,,,,,,,,,,,,,,,,,,,1,,5619,100,-100,0,0.92,0.17,-0.17,0,,,,,,,,,4.47,0.15,-0.15,0,,,,,,,,,692.14,8.083,-7.901
1,2,Transit,10.446347,4.3E-05,-4.3E-05,0.094,,,0,1.67,0.76,-0.76,0,,,,,,,,,,,,,,,,,,,,,0,,5986,200,-200,0,0.9,0.41,-0.41,0,,,,,,,,,4.53,0.3,-0.3,0,,,,,,,,,1098.45,19.84,-19.16
1,2,Transit,40.714955,0.000245,-0.000245,0.232,,,0,2.25,1.04,-1.04,0,,,,,,,,,,,,,,,,,,,,,1,,5986,200,-200,0,0.9,0.41,-0.41,0,,,,,,,,,4.53,0.3,-0.3,0,,,,,,,,,1098.45,19.84,-19.16
1,2,Transit,30.184104,0.000203,-0.000203,0.193,,,0,4.06,0.85,-0.85,0,,,,,,,,,,,,,,,,,,,,,0,,5740,107,-107,0,1.22,0.25,-0.25,0,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,1402.58,56.98,-56.98
1,2,Transit,127.282184,0.000427,-0.000427,0.503,,,0,12.45,2.54,-2.54,0,,,,,,,,,,,,,,,,,,,,,0,,5740,107,-107,0,1.22,0.25,-0.25,0,,,,,,,,,4.29,0.15,-0.15,0,,,,,,,,,1402.58,56.98,-56.98
1,2,Transit,1.937055,4E-06,-4E-06,0.024,,,0,0.89,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,0,,3944,150,-150,0,0.48,0.03,-0.03,0,,,,,,,,,4.77,0.2,-0.2,0,,,,,,,,,209.738,0.9345,-0.9345
1,2,Transit,7.061149,1.9E-05,-1.9E-05,0.057,,,0,1.14,0.09,-0.09,0,,,,,,,,,,,,,,,,,,,,,0,,3944,150,-150,0,0.48,0.03,-0.03,0,,,,,,,,,4.77,0.2,-0.2,0,,,,,,,,,209.738,0.9345,-0.9345
1,2,Transit,9.694928,9E-05,-9E-05,0.09,,,0,2.12,1.02,-1.02,0,,,,,,,,,,,,,,,,,,,,,0,,5895,200,-200,0,0.94,0.45,-0.45,0,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,1335.92,76.98,-69.15
1,2,Transit,15.38231,0.000171,-0.000171,0.123,,,0,2.16,1.04,-1.04,0,,,,,,,,,,,,,,,,,,,,,0,,5895,200,-200,0,0.94,0.45,-0.45,0,,,,,,,,,4.51,0.3,-0.3,0,,,,,,,,,1335.92,76.98,-69.15
1,2,Transit,5.923653,2.8E-05,-2.8E-05,0.059,,,0,1.56,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,0,,4713,100,-100,0,0.72,0.04,-0.04,0,,,,,,,,,4.61,0.15,-0.15,0,,,,,,,,,544.568,5.874,-5.874
1,2,Transit,105.356383,0.000857,-0.000857,0.401,,,0,2.51,0.18,-0.18,0,,,,,,,,,,,,,,,,,,,,,1,,4713,100,-100,0,0.72,0.04,-0.04,0,,,,,,,,,4.61,0.15,-0.15,0,,,,,,,,,544.568,5.874,-5.874
1,2,Transit,9.176092,5.7E-05,-5.7E-05,0.087,,,0,1.7,0.33,-0.33,0,,,,,,,,,,,,,,,,,,,,,0,,5905,131,-131,0,1.19,0.23,-0.23,0,,,,,,,,,4.31,0.15,-0.15,0,,,,,,,,,778.654,9.2165,-9.2165
1,2,Transit,19.738286,0.000205,-0.000205,0.145,,,0,1.43,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,0,,5905,131,-131,0,1.19,0.23,-0.23,0,,,,,,,,,4.31,0.15,-0.15,0,,,,,,,,,778.654,9.2165,-9.2165
1,2,Transit,1.772419,1.2E-05,-1.2E-05,0.031,,,0,1.29,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,0,,6115,100,-100,0,1.47,0.28,-0.28,0,,,,,,,,,4.19,0.15,-0.15,0,,,,,,,,,797.72,14.083,-13.611
1,2,Transit,19.747412,6.8E-05,-6.8E-05,0.153,,,0,3.15,0.61,-0.61,0,,,,,,,,,,,,,,,,,,,,,1,,6115,100,-100,0,1.47,0.28,-0.28,0,,,,,,,,,4.19,0.15,-0.15,0,,,,,,,,,797.72,14.083,-13.611
1,2,Transit,14.970418,0.000114,-0.000114,0.125,,,0,2.53,0.31,-0.31,0,,,,,,,,,,,,,,,,,,,,,0,,5727,100,-100,0,1.54,0.16,-0.16,0,,,,,,,,,4.13,0.15,-0.15,0,,,,,,,,,,,
1,2,Transit,32.273273,0.000819,-0.000819,0.208,,,0,2.57,0.42,-0.42,0,,,,,,,,,,,,,,,,,,,,,0,,5727,100,-100,0,1.54,0.16,-0.16,0,,,,,,,,,4.13,0.15,-0.15,0,,,,,,,,,,,
1,2,Transit,2.461069,1.3E-05,-1.3E-05,0.035,,,0,0.83,0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,0,,5378,100,-100,0,0.95,0.14,-0.14,0,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,268.881,1.78,-1.758
1,2,Transit,5.960392,5E-06,-5E-06,0.064,,,0,2.9,0.43,-0.43,0,,,,,,,,,,,,,,,,,,,,,0,,5378,100,-100,0,0.95,0.14,-0.14,0,,,,,,,,,4.46,0.15,-0.15,0,,,,,,,,,268.881,1.78,-1.758
1,2,Transit,96.101141,0.000918,-0.000918,0.402,,,0,3.77,0.78,-0.78,0,,,,,,,,,,,,,,,,,,,,,1,,5796,108,-108,0,1.04,0.2,-0.2,0,,,,,,,,,4.38,0.15,-0.15,0,,,,,,,,,1160.63,35.42,-35.42
1,2,Transit,265.469335,0.006223,-0.006223,0.791,,,0,4.15,0.96,-0.96,0,,,,,,,,,,,,,,,,,,,,,0,,5796,108,-108,0,1.04,0.2,-0.2,0,,,,,,,,,4.38,0.15,-0.15,0,,,,,,,,,1160.63,35.42,-35.42
1,2,Transit,2.240508,6E-06,-6E-06,0.027,,,0,1.06,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,0,,4204,200,-200,0,0.52,0.05,-0.05,0,,,,,,,,,4.74,0.3,-0.3,0,,,,,,,,,384.938,3.914,-3.837
1,2,Transit,6.827766,3.4E-05,-3.4E-05,0.058,,,0,1.16,0.12,-0.12,0,,,,,,,,,,,,,,,,,,,,,0,,4204,200,-200,0,0.52,0.05,-0.05,0,,,,,,,,,4.74,0.3,-0.3,0,,,,,,,,,384.938,3.914,-3.837
1,2,Transit,5.524242,2.7E-05,-2.7E-05,0.061,,,0,2.09,0.96,-0.96,0,,,,,,,,,,,,,,,,,,,,,0,,5497,200,-200,0,0.94,0.43,-0.43,0,,,,,,,,,4.49,0.3,-0.3,0,,,,,,,,,940.584,26.129,-24.777
1,2,Transit,8.77501,0.000113,-0.000113,0.083,,,0,1.72,0.79,-0.79,0,,,,,,,,,,,,,,,,,,,,,0,,5497,200,-200,0,0.94,0.43,-0.43,0,,,,,,,,,4.49,0.3,-0.3,0,,,,,,,,,940.584,26.129,-24.777
1,2,Transit,4.662715,3E-06,-3E-06,0.056,,,0,4.71,0.83,-0.83,0,,,,,,,,,,,,,,,,,,,,,0,,5746,100,-100,0,1.19,0.21,-0.21,0,,,,,,,,,4.33,0.15,-0.15,0,,,,,,,,,489.141,3.239,-3.198
1,2,Transit,11.815007,2E-05,-2E-05,0.105,,,0,3.68,0.65,-0.65,0,,,,,,,,,,,,,,,,,,,,,0,,5746,100,-100,0,1.19,0.21,-0.21,0,,,,,,,,,4.33,0.15,-0.15,0,,,,,,,,,489.141,3.239,-3.198
1,2,Transit,8.371554,0.000162,-0.000162,0.085,,,0,1.14,0.54,-0.54,0,,,,,,,,,,,,,,,,,,,,,0,,6435,200,-200,0,1.11,0.52,-0.52,0,,,,,,,,,4.42,0.3,-0.3,0,,,,,,,,,826.613,10.595,-10.595
1,2,Transit,17.934937,0.000281,-0.000281,0.142,,,0,1.37,0.64,-0.64,0,,,,,,,,,,,,,,,,,,,,,0,,6435,200,-200,0,1.11,0.52,-0.52,0,,,,,,,,,4.42,0.3,-0.3,0,,,,,,,,,826.613,10.595,-10.595
1,2,Transit,4.915379,1E-05,-1E-05,0.057,,,0,1.77,0.34,-0.34,0,,,,,,,,,,,,,,,,,,,,,0,,5740,100,-100,0,1.19,0.23,-0.23,0,,,,,,,,,4.3,0.15,-0.15,0,,,,,,,,,384.542,3.389,-3.331
1,2,Transit,13.093921,2.4E-05,-2.4E-05,0.11,,,0,2.32,0.45,-0.45,0,,,,,,,,,,,,,,,,,,,,,0,,5740,100,-100,0,1.19,0.23,-0.23,0,,,,,,,,,4.3,0.15,-0.15,0,,,,,,,,,384.542,3.389,-3.331
1,2,Transit,1.653888,6E-06,-6E-06,0.027,,,0,1.01,0.11,-0.11,0,,,,,,,,,,,,,,,,,,,,,0,,5388,100,-100,0,0.89,0.1,-0.1,0,,,,,,,,,4.5,0.15,-0.15,0,,,,,,,,,400.48,2.637,-2.604
1,2,Transit,4.337234,9E-06,-9E-06,0.051,,,0,1.67,0.18,-0.18,0,,,,,,,,,,,,,,,,,,,,,0,,5388,100,-100,0,0.89,0.1,-0.1,0,,,,,,,,,4.5,0.15,-0.15,0,,,,,,,,,400.48,2.637,-2.604
1,2,Transit,1.678327,3E-06,-3E-06,0.028,,,0,1.43,0.28,-0.28,0,,,,,,,,,,,,,,,,,,,,,0,,5987,150,-150,0,1.18,0.23,-0.23,0,,,,,,,,,4.31,0.15,-0.15,0,,,,,,,,,454.883,6.637,-6.452
1,2,Transit,3.553822,8E-06,-8E-06,0.046,,,0,1.63,0.32,-0.32,0,,,,,,,,,,,,,,,,,,,,,0,,5987,150,-150,0,1.18,0.23,-0.23,0,,,,,,,,,4.31,0.15,-0.15,0,,,,,,,,,454.883,6.637,-6.452
1,2,Transit,7.416397,4.6E-05,-4.6E-05,0.061,,,0,1.4,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,0,,4257,200,-200,0,0.52,0.05,-0.05,0,,,,,,,,,4.74,0.3,-0.3,0,,,,,,,,,439.719,7.18,-6.956
1,2,Transit,18.684737,8.9E-05,-8.9E-05,0.113,,,0,1.93,0.29,-0.29,0,,,,,,,,,,,,,,,,,,,,,0,,4257,200,-200,0,0.52,0.05,-0.05,0,,,,,,,,,4.74,0.3,-0.3,0,,,,,,,,,439.719,7.18,-6.956
1,2,Transit,8.25978,7.6E-05,-7.6E-05,0.075,,,0,1.35,0.53,-0.53,0,,,,,,,,,,,,,,,,,,,,,0,,5117,200,-200,0,0.72,0.27,-0.27,0,,,,,,,,,4.64,0.3,-0.3,0,,,,,,,,,717.527,14.067,-13.546
1,2,Transit,15.955387,7.6E-05,-7.6E-05,0.116,,,0,1.95,0.72,-0.72,0,,,,,,,,,,,,,,,,,,,,,0,,5117,200,-200,0,0.72,0.27,-0.27,0,,,,,,,,,4.64,0.3,-0.3,0,,,,,,,,,717.527,14.067,-13.546
2,2,Transit,12.551158,4.4E-05,-4.4E-05,0.087,,,0,1.32,0.16,-0.16,0,,,,,,,,,,,,,,,,,,,,,0,,4259,200,-200,0,0.53,0.05,-0.05,0,,,,,,,,,4.73,0.3,-0.3,0,,,,,,,,,324.413,2.1495,-2.1495
2,2,Transit,24.08821,0.000207,-0.000207,0.135,,,0,1.11,0.2,-0.2,0,,,,,,,,,,,,,,,,,,,,,0,,4259,200,-200,0,0.53,0.05,-0.05,0,,,,,,,,,4.73,0.3,-0.3,0,,,,,,,,,324.413,2.1495,-2.1495
1,2,Transit,6.562331,3.1E-05,-3.1E-05,0.075,,,0,3.39,0.67,-0.67,0,,,,,,,,,,,,,,,,,,,,,0,,5877,112,-112,0,1.85,0.35,-0.35,0,,,,,,,,,4.02,0.16,-0.16,0,,,,,,,,,1278.97,28.805,-28.805
1,2,Transit,67.844469,0.001423,-0.001423,0.356,,,0,3.07,0.66,-0.66,0,,,,,,,,,,,,,,,,,,,,,0,,5877,112,-112,0,1.85,0.35,-0.35,0,,,,,,,,,4.02,0.16,-0.16,0,,,,,,,,,1278.97,28.805,-28.805
1,2,Transit,3.292781,1.9E-05,-1.9E-05,0.045,,,0,1.54,0.43,-0.43,0,,,,,,,,,,,,,,,,,,,,,0,,5684,175,-175,0,1.76,0.48,-0.48,0,,,,,,,,,4,0.25,-0.25,0,,,,,,,,,677.975,9.421,-9.171
1,2,Transit,9.693201,4.7E-05,-4.7E-05,0.093,,,0,2.05,0.57,-0.57,0,,,,,,,,,,,,,,,,,,,,,0,,5684,175,-175,0,1.76,0.48,-0.48,0,,,,,,,,,4,0.25,-0.25,0,,,,,,,,,677.975,9.421,-9.171
1,2,Transit,14.844387,0.000473,-0.000473,0.134,,,0,2.53,0.6,-0.6,0,,,,,,,,,,,,,,,,,,,,,0,,6620,376,-376,0,1.85,0.42,-0.42,0,,,,,,,,,4.06,0.15,-0.15,0,,,,,,,,,808.762,19.911,-18.993
1,2,Transit,22.824669,0.000481,-0.000481,0.178,,,0,3.37,0.77,-0.77,0,,,,,,,,,,,,,,,,,,,,,0,,6620,376,-376,0,1.85,0.42,-0.42,0,,,,,,,,,4.06,0.15,-0.15,0,,,,,,,,,808.762,19.911,-18.993
1,2,Transit,8.96855,5.8E-05,-5.8E-05,0.088,,,0,2.41,0.51,-0.51,0,,,,,,,,,,,,,,,,,,,,,0,,5807,100,-100,0,1.43,0.26,-0.26,0,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,927.193,18.808,-18.808
1,2,Transit,23.22182,0.000234,-0.000234,0.167,,,0,2.02,0.38,-0.38,0,,,,,,,,,,,,,,,,,,,,,0,,5807,100,-100,0,1.43,0.26,-0.26,0,,,,,,,,,4.18,0.15,-0.15,0,,,,,,,,,927.193,18.808,-18.808
1,2,Transit,21.963945,0.000108,-0.000108,0.153,,,0,2.61,1.22,-1.22,0,,,,,,,,,,,,,,,,,,,,,0,,5774,200,-200,0,0.98,0.45,-0.45,0,,,,,,,,,4.45,0.3,-0.3,0,,,,,,,,,1002.94,29.7325,-29.7325
1,2,Transit,125.596809,0.001728,-0.001728,0.488,,,0,2.95,1.38,-1.38,0,,,,,,,,,,,,,,,,,,,,,0,,5774,200,-200,0,0.98,0.45,-0.45,0,,,,,,,,,4.45,0.3,-0.3,0,,,,,,,,,1002.94,29.7325,-29.7325
1,2,Transit,7.415563,5.4E-05,-5.4E-05,0.066,,,0,0.74,0.06,-0.06,0,,,,,,,,,,,,,,,,,,,,,0,,4504,100,-100,0,0.62,0.03,-0.03,0,,,,,,,,,4.68,0.15,-0.15,0,,,,,,,,,,,
1,2,Transit,9.387427,2.8E-05,-2.8E-05,0.077,,,0,1.2,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,0,,4504,100,-100,0,0.62,0.03,-0.03,0,,,,,,,,,4.68,0.15,-0.15,0,,,,,,,,,,,
1,2,Transit,6.511127,1.7E-05,-1.7E-05,0.071,,,0,2.66,1.24,-1.24,0,,,,,,,,,,,,,,,,,,,,,0,,6033,200,-200,0,1.02,0.48,-0.48,0,,,,,,,,,4.46,0.3,-0.3,0,,,,,,,,,984.105,26.765,-25.411
1,2,Transit,23.851549,9.8E-05,-9.8E-05,0.168,,,0,3.07,1.46,-1.46,0,,,,,,,,,,,,,,,,,,,,,0,,6033,200,-200,0,1.02,0.48,-0.48,0,,,,,,,,,4.46,0.3,-0.3,0,,,,,,,,,984.105,26.765,-25.411
1,2,Transit,12.79836,0.000106,-0.000106,0.11,,,0,1.97,0.94,-0.94,0,,,,,,,,,,,,,,,,,,,,,0,,6088,200,-200,0,1,0.46,-0.46,0,,,,,,,,,4.47,0.3,-0.3,0,,,,,,,,,1298.88,28.87,-27.66
1,2,Transit,27.320871,0.000457,-0.000457,0.183,,,0,1.75,0.84,-0.84,0,,,,,,,,,,,,,,,,,,,,,0,,6088,200,-200,0,1,0.46,-0.46,0,,,,,,,,,4.47,0.3,-0.3,0,,,,,,,,,1298.88,28.87,-27.66
1,2,Transit,7.05677,3.1E-05,-3.1E-05,0.076,,,0,1.52,0.29,-0.29,0,,,,,,,,,,,,,,,,,,,,,0,,6177,100,-100,0,1.36,0.25,-0.25,0,,,,,,,,,4.24,0.15,-0.15,0,,,,,,,,,570.783,8.034,-7.818
1,2,Transit,17.265427,0.000179,-0.000179,0.138,,,0,1.33,0.25,-0.25,0,,,,,,,,,,,,,,,,,,,,,0,,6177,100,-100,0,1.36,0.25,-0.25,0,,,,,,,,,4.24,0.15,-0.15,0,,,,,,,,,570.783,8.034,-7.818
1,2,Transit,5.929778,2E-05,-2E-05,0.065,,,0,1.9,0.72,-0.72,0,,,,,,,,,,,,,,,,,,,,,0,,5956,200,-200,0,0.93,0.35,-0.35,0,,,,,,,,,4.52,0.3,-0.3,0,,,,,,,,,940.724,18.79,-18.79
1,2,Transit,12.247629,6.3E-05,-6.3E-05,0.105,,,0,1.96,0.74,-0.74,0,,,,,,,,,,,,,,,,,,,,,0,,5956,200,-200,0,0.93,0.35,-0.35,0,,,,,,,,,4.52,0.3,-0.3,0,,,,,,,,,940.724,18.79,-18.79
2,2,Transit,5.795278,5.5E-05,-5.5E-05,0.051,,,0,0.89,0.06,-0.06,0,,,,,,,,,,,,,,,,,,,,,0,,3903,100,-100,0,0.5,0.02,-0.02,0,,,,,,,,,4.75,0.1,-0.1,0,,,,,,,,,384.694,4.945,-4.945
2,2,Transit,8.410894,3.9E-05,-3.9E-05,0.065,,,0,1.38,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,0,,3903,100,-100,0,0.5,0.02,-0.02,0,,,,,,,,,4.75,0.1,-0.1,0,,,,,,,,,384.694,4.945,-4.945
1,2,Transit,11.03189,0.000338,-0.000338,0.102,,,0,1.46,0.66,-0.66,0,,,,,,,,,,,,,,,,,,,,,0,,6184,250,-250,0,1.07,0.48,-0.48,0,,,,,,,,,4.44,0.3,-0.3,0,,,,,,,,,1432.17,48.89,-45.82
1,2,Transit,25.762294,0.000267,-0.000267,0.179,,,0,2.71,1.22,-1.22,0,,,,,,,,,,,,,,,,,,,,,0,,6184,250,-250,0,1.07,0.48,-0.48,0,,,,,,,,,4.44,0.3,-0.3,0,,,,,,,,,1432.17,48.89,-45.82
1,2,Transit,4.612696,2.1E-05,-2.1E-05,0.057,,,0,1.57,0.29,-0.29,0,,,,,,,,,,,,,,,,,,,,,0,,6133,100,-100,0,1.33,0.24,-0.24,0,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,707.559,10.503,-10.205
1,2,Transit,13.121632,8.8E-05,-8.8E-05,0.115,,,0,1.81,0.33,-0.33,0,,,,,,,,,,,,,,,,,,,,,0,,6133,100,-100,0,1.33,0.24,-0.24,0,,,,,,,,,4.26,0.15,-0.15,0,,,,,,,,,707.559,10.503,-10.205
1,2,Transit,34.060467,0.000194,-0.000194,0.21,,,0,2.72,1.36,-1.36,0,,,,,,,,,,,,,,,,,,,,,0,,5908,200,-200,0,0.95,0.48,-0.48,0,,,,,,,,,4.5,0.3,-0.3,0,,,,,,,,,1101.1,40.24,-40.24
1,2,Transit,83.488369,0.00083,-0.00083,0.381,,,0,2.85,1.43,-1.43,0,,,,,,,,,,,,,,,,,,,,,1,,5908,200,-200,0,0.95,0.48,-0.48,0,,,,,,,,,4.5,0.3,-0.3,0,,,,,,,,,1101.1,40.24,-40.24
1,2,Transit,3.289672,1.2E-05,-1.2E-05,0.044,,,0,1.65,0.78,-0.78,0,,,,,,,,,,,,,,,,,,,,,0,,6053,200,-200,0,1.06,0.5,-0.5,0,,,,,,,,,4.42,0.3,-0.3,0,,,,,,,,,876.044,15.581,-15.054
